,borough,date,latitude,location,longitude,number_of_persons_injured,number_of_persons_killed
34000,MANHATTAN,2016-11-29,40.7942845,"{u'type': u'Point', u'coordinates': [-73.9511103, 40.7942845]}",-73.9511103,1,0
34001,MANHATTAN,2016-11-29,40.7585739,"{u'type': u'Point', u'coordinates': [-73.9850489, 40.7585739]}",-73.9850489,0,0
34002,MANHATTAN,2016-11-29,40.7703901,"{u'type': u'Point', u'coordinates': [-73.9541135, 40.7703901]}",-73.9541135,1,0
34003,MANHATTAN,2016-11-29,40.7203211,"{u'type': u'Point', u'coordinates': [-73.9940403, 40.7203211]}",-73.9940403,0,0
34004,MANHATTAN,2016-11-29,40.7415293,"{u'type': u'Point', u'coordinates': [-73.9875283, 40.7415293]}",-73.9875283,0,0
34005,MANHATTAN,2016-11-29,40.7591128,"{u'type': u'Point', u'coordinates': [-73.9746783, 40.7591128]}",-73.9746783,0,0
34006,MANHATTAN,2016-11-29,40.827776,"{u'type': u'Point', u'coordinates': [-73.9457487, 40.827776]}",-73.9457487,0,0
34007,MANHATTAN,2016-11-29,40.745004,"{u'type': u'Point', u'coordinates': [-73.9861635, 40.745004]}",-73.9861635,2,0
34008,MANHATTAN,2016-11-29,40.7954368,"{u'type': u'Point', u'coordinates': [-73.9439476, 40.7954368]}",-73.9439476,0,0
34009,MANHATTAN,2016-11-29,40.7068526,"{u'type': u'Point', u'coordinates': [-74.0050027, 40.7068526]}",-74.0050027,0,0
34010,MANHATTAN,2016-11-29,40.7686197,"{u'type': u'Point', u'coordinates': [-73.9614037, 40.7686197]}",-73.9614037,0,0
34011,MANHATTAN,2016-11-29,40.7631685,"{u'type': u'Point', u'coordinates': [-73.9842826, 40.7631685]}",-73.9842826,0,0
34012,MANHATTAN,2016-11-29,40.8101738,"{u'type': u'Point', u'coordinates': [-73.9511673, 40.8101738]}",-73.9511673,0,0
34013,MANHATTAN,2016-11-30,40.7591644,"{u'type': u'Point', u'coordinates': [-73.9883913, 40.7591644]}",-73.9883913,2,0
34014,MANHATTAN,2016-11-30,40.7470784,"{u'type': u'Point', u'coordinates': [-73.9813415, 40.7470784]}",-73.9813415,3,0
34015,MANHATTAN,2016-11-30,40.712356,"{u'type': u'Point', u'coordinates': [-74.000891, 40.712356]}",-74.000891,0,0
34016,MANHATTAN,2016-11-30,40.826786,"{u'type': u'Point', u'coordinates': [-73.94531, 40.826786]}",-73.94531,0,0
34017,MANHATTAN,2016-11-30,40.8485182,"{u'type': u'Point', u'coordinates': [-73.9359293, 40.8485182]}",-73.9359293,0,0
34018,MANHATTAN,2016-11-30,40.7261317,"{u'type': u'Point', u'coordinates': [-74.0075224, 40.7261317]}",-74.0075224,0,0
34019,MANHATTAN,2016-11-30,40.7345744,"{u'type': u'Point', u'coordinates': [-74.0101574, 40.7345744]}",-74.0101574,0,0
34020,MANHATTAN,2016-11-30,40.7198048,"{u'type': u'Point', u'coordinates': [-73.9893578, 40.7198048]}",-73.9893578,0,0
34021,MANHATTAN,2016-11-30,40.7746797,"{u'type': u'Point', u'coordinates': [-73.9822003, 40.7746797]}",-73.9822003,0,0
34022,MANHATTAN,2016-11-30,40.7774101,"{u'type': u'Point', u'coordinates': [-73.9787983, 40.7774101]}",-73.9787983,0,0
34023,MANHATTAN,2016-11-30,40.7378861,"{u'type': u'Point', u'coordinates': [-73.9809038, 40.7378861]}",-73.9809038,0,0
34024,MANHATTAN,2016-11-30,40.738219,"{u'type': u'Point', u'coordinates': [-73.9856742, 40.738219]}",-73.9856742,0,0
34025,MANHATTAN,2016-11-30,40.8566935,"{u'type': u'Point', u'coordinates': [-73.9292808, 40.8566935]}",-73.9292808,0,0
34026,MANHATTAN,2016-11-30,40.7922458,"{u'type': u'Point', u'coordinates': [-73.9462797, 40.7922458]}",-73.9462797,0,0
34027,MANHATTAN,2016-11-30,40.7391727,"{u'type': u'Point', u'coordinates': [-73.9768618, 40.7391727]}",-73.9768618,0,0
34028,MANHATTAN,2016-11-30,40.763565,"{u'type': u'Point', u'coordinates': [-73.9753697, 40.763565]}",-73.9753697,0,0
34029,MANHATTAN,2016-11-30,40.7457274,"{u'type': u'Point', u'coordinates': [-73.9781227, 40.7457274]}",-73.9781227,0,0
34030,MANHATTAN,2016-11-30,40.7464029,"{u'type': u'Point', u'coordinates': [-73.9797248, 40.7464029]}",-73.9797248,1,0
34031,MANHATTAN,2016-11-30,40.7775329,"{u'type': u'Point', u'coordinates': [-73.9749962, 40.7775329]}",-73.9749962,0,0
34032,MANHATTAN,2016-11-30,40.7129042,"{u'type': u'Point', u'coordinates': [-73.9869277, 40.7129042]}",-73.9869277,1,0
34033,MANHATTAN,2016-11-30,40.7159234,"{u'type': u'Point', u'coordinates': [-73.986588, 40.7159234]}",-73.986588,1,0
34034,MANHATTAN,2016-11-30,40.8112661,"{u'type': u'Point', u'coordinates': [-73.9578098, 40.8112661]}",-73.9578098,1,0
34035,MANHATTAN,2016-11-30,40.7609285,"{u'type': u'Point', u'coordinates': [-73.969133, 40.7609285]}",-73.969133,0,0
34036,MANHATTAN,2016-11-30,40.748302,"{u'type': u'Point', u'coordinates': [-73.9783384, 40.748302]}",-73.9783384,0,0
34037,MANHATTAN,2016-11-30,40.7513655,"{u'type': u'Point', u'coordinates': [-73.9679753, 40.7513655]}",-73.9679753,0,0
34038,MANHATTAN,2016-11-30,40.7494844,"{u'type': u'Point', u'coordinates': [-73.9753821, 40.7494844]}",-73.9753821,0,0
34039,MANHATTAN,2016-11-30,40.7583082,"{u'type': u'Point', u'coordinates': [-73.9629257, 40.7583082]}",-73.9629257,0,0
34040,MANHATTAN,2016-11-30,40.7463024,"{u'type': u'Point', u'coordinates': [-73.9716588, 40.7463024]}",-73.9716588,0,0
34041,MANHATTAN,2016-11-30,40.7483655,"{u'type': u'Point', u'coordinates': [-73.9804027, 40.7483655]}",-73.9804027,0,0
34042,MANHATTAN,2016-11-30,40.759308,"{u'type': u'Point', u'coordinates': [-73.9652931, 40.759308]}",-73.9652931,1,0
34043,MANHATTAN,2016-11-30,40.7922408,"{u'type': u'Point', u'coordinates': [-73.9364132, 40.7922408]}",-73.9364132,0,0
34044,MANHATTAN,2016-11-30,40.7877532,"{u'type': u'Point', u'coordinates': [-73.9474606, 40.7877532]}",-73.9474606,1,0
34045,MANHATTAN,2016-11-30,40.7416232,"{u'type': u'Point', u'coordinates': [-73.9937353, 40.7416232]}",-73.9937353,0,0
34046,MANHATTAN,2016-11-30,40.7391345,"{u'type': u'Point', u'coordinates': [-73.9779805, 40.7391345]}",-73.9779805,0,0
34047,MANHATTAN,2016-11-30,40.7403712,"{u'type': u'Point', u'coordinates': [-73.9894592, 40.7403712]}",-73.9894592,0,0
34048,MANHATTAN,2016-11-30,40.8637629,"{u'type': u'Point', u'coordinates': [-73.919454, 40.8637629]}",-73.919454,0,0
34049,MANHATTAN,2016-11-30,40.7502418,"{u'type': u'Point', u'coordinates': [-73.998596, 40.7502418]}",-73.998596,0,0
34050,MANHATTAN,2016-11-30,40.7849422,"{u'type': u'Point', u'coordinates': [-73.9465889, 40.7849422]}",-73.9465889,1,0
34051,MANHATTAN,2016-11-30,40.7550748,"{u'type': u'Point', u'coordinates': [-73.9886844, 40.7550748]}",-73.9886844,0,0
34052,MANHATTAN,2016-11-30,40.7536516,"{u'type': u'Point', u'coordinates': [-73.9786723, 40.7536516]}",-73.9786723,0,0
34053,MANHATTAN,2016-11-30,40.751024,"{u'type': u'Point', u'coordinates': [-73.9943263, 40.751024]}",-73.9943263,0,0
34054,MANHATTAN,2016-11-30,40.7506836,"{u'type': u'Point', u'coordinates': [-73.9945465, 40.7506836]}",-73.9945465,0,0
34055,MANHATTAN,2016-11-30,40.7543157,"{u'type': u'Point', u'coordinates': [-73.9781632, 40.7543157]}",-73.9781632,0,0
34056,MANHATTAN,2016-11-30,40.7582947,"{u'type': u'Point', u'coordinates': [-73.9927194, 40.7582947]}",-73.9927194,0,0
34057,MANHATTAN,2016-11-30,40.7563431,"{u'type': u'Point', u'coordinates': [-73.9916837, 40.7563431]}",-73.9916837,0,0
34058,MANHATTAN,2016-11-30,40.7514416,"{u'type': u'Point', u'coordinates': [-73.9760491, 40.7514416]}",-73.9760491,0,0
34059,MANHATTAN,2016-11-30,40.7939517,"{u'type': u'Point', u'coordinates': [-73.974163, 40.7939517]}",-73.974163,0,0
34060,MANHATTAN,2016-11-30,40.7921853,"{u'type': u'Point', u'coordinates': [-73.968017, 40.7921853]}",-73.968017,0,0
34061,MANHATTAN,2016-11-30,40.7945801,"{u'type': u'Point', u'coordinates': [-73.9737005, 40.7945801]}",-73.9737005,0,0
34062,MANHATTAN,2016-11-30,40.7985626,"{u'type': u'Point', u'coordinates': [-73.963362, 40.7985626]}",-73.963362,1,0
34063,MANHATTAN,2016-11-30,40.7779733,"{u'type': u'Point', u'coordinates': [-73.982156, 40.7779733]}",-73.982156,0,0
34064,MANHATTAN,2016-11-30,40.7203211,"{u'type': u'Point', u'coordinates': [-73.9940403, 40.7203211]}",-73.9940403,0,0
34065,MANHATTAN,2016-11-30,40.7203211,"{u'type': u'Point', u'coordinates': [-73.9940403, 40.7203211]}",-73.9940403,0,0
34066,MANHATTAN,2016-11-30,40.7216331,"{u'type': u'Point', u'coordinates': [-73.9935279, 40.7216331]}",-73.9935279,0,0
34067,MANHATTAN,2016-11-30,40.7103523,"{u'type': u'Point', u'coordinates': [-74.0040074, 40.7103523]}",-74.0040074,0,0
34068,MANHATTAN,2016-11-30,40.7999773,"{u'type': u'Point', u'coordinates': [-73.9586188, 40.7999773]}",-73.9586188,0,0
34069,MANHATTAN,2016-11-30,40.7838299,"{u'type': u'Point', u'coordinates': [-73.9778249, 40.7838299]}",-73.9778249,0,0
34070,MANHATTAN,2016-11-30,40.7746797,"{u'type': u'Point', u'coordinates': [-73.9822003, 40.7746797]}",-73.9822003,0,0
34071,MANHATTAN,2016-11-30,40.7849752,"{u'type': u'Point', u'coordinates': [-73.982638, 40.7849752]}",-73.982638,0,0
34072,MANHATTAN,2016-11-30,40.7838299,"{u'type': u'Point', u'coordinates': [-73.9778249, 40.7838299]}",-73.9778249,1,0
34073,MANHATTAN,2016-11-30,40.7780581,"{u'type': u'Point', u'coordinates': [-73.9803037, 40.7780581]}",-73.9803037,1,0
34074,MANHATTAN,2016-11-30,40.7466818,"{u'type': u'Point', u'coordinates': [-73.9744953, 40.7466818]}",-73.9744953,0,0
34075,MANHATTAN,2016-11-30,40.813012,"{u'type': u'Point', u'coordinates': [-73.9453923, 40.813012]}",-73.9453923,0,0
34076,MANHATTAN,2016-11-30,40.8199609,"{u'type': u'Point', u'coordinates': [-73.9440101, 40.8199609]}",-73.9440101,0,0
34077,MANHATTAN,2016-11-30,40.8185351,"{u'type': u'Point', u'coordinates': [-73.9413558, 40.8185351]}",-73.9413558,1,0
34078,MANHATTAN,2016-11-30,40.8421538,"{u'type': u'Point', u'coordinates': [-73.9422783, 40.8421538]}",-73.9422783,0,0
34079,MANHATTAN,2016-11-30,40.8455203,"{u'type': u'Point', u'coordinates': [-73.9346852, 40.8455203]}",-73.9346852,0,0
34080,MANHATTAN,2016-11-30,40.8373205,"{u'type': u'Point', u'coordinates': [-73.9425065, 40.8373205]}",-73.9425065,0,0
34081,MANHATTAN,2016-11-30,40.7529991,"{u'type': u'Point', u'coordinates': [-73.9698874, 40.7529991]}",-73.9698874,0,0
34082,MANHATTAN,2016-11-30,40.7464925,"{u'type': u'Point', u'coordinates': [-74.0013245, 40.7464925]}",-74.0013245,0,0
34083,MANHATTAN,2016-11-30,40.7495527,"{u'type': u'Point', u'coordinates': [-74.0065289, 40.7495527]}",-74.0065289,0,0
34084,MANHATTAN,2016-11-30,40.749638,"{u'type': u'Point', u'coordinates': [-73.9990364, 40.749638]}",-73.9990364,0,0
34085,MANHATTAN,2016-11-30,40.864885,"{u'type': u'Point', u'coordinates': [-73.9268642, 40.864885]}",-73.9268642,0,0
34086,MANHATTAN,2016-11-30,40.7238812,"{u'type': u'Point', u'coordinates': [-73.9969515, 40.7238812]}",-73.9969515,0,0
34087,MANHATTAN,2016-11-30,40.7618573,"{u'type': u'Point', u'coordinates': [-73.9634255, 40.7618573]}",-73.9634255,0,0
34088,MANHATTAN,2016-11-30,40.76974,"{u'type': u'Point', u'coordinates': [-73.9627027, 40.76974]}",-73.9627027,0,0
34089,MANHATTAN,2016-11-30,40.7604584,"{u'type': u'Point', u'coordinates': [-73.9581958, 40.7604584]}",-73.9581958,1,0
34090,MANHATTAN,2016-11-30,40.7648401,"{u'type': u'Point', u'coordinates': [-73.9704958, 40.7648401]}",-73.9704958,0,0
34091,MANHATTAN,2016-11-30,40.7627071,"{u'type': u'Point', u'coordinates': [-73.969291, 40.7627071]}",-73.969291,0,0
34092,MANHATTAN,2016-11-30,40.7682888,"{u'type': u'Point', u'coordinates': [-73.9571692, 40.7682888]}",-73.9571692,0,0
34093,MANHATTAN,2016-11-30,40.7732625,"{u'type': u'Point', u'coordinates': [-73.9507683, 40.7732625]}",-73.9507683,0,0
34094,MANHATTAN,2016-11-30,40.7719145,"{u'type': u'Point', u'coordinates': [-73.9500653, 40.7719145]}",-73.9500653,0,0
34095,MANHATTAN,2016-11-30,40.7496667,"{u'type': u'Point', u'coordinates': [-73.9815717, 40.7496667]}",-73.9815717,1,0
34096,MANHATTAN,2016-11-30,40.7472966,"{u'type': u'Point', u'coordinates': [-73.974044, 40.7472966]}",-73.974044,1,0
34097,MANHATTAN,2016-11-30,40.7491628,"{u'type': u'Point', u'coordinates': [-73.9902843, 40.7491628]}",-73.9902843,1,0
34098,MANHATTAN,2016-11-30,40.7287686,"{u'type': u'Point', u'coordinates': [-73.9844314, 40.7287686]}",-73.9844314,0,0
34099,MANHATTAN,2016-11-30,40.7317034,"{u'type': u'Point', u'coordinates': [-73.990276, 40.7317034]}",-73.990276,1,0
34100,MANHATTAN,2016-11-30,40.7319936,"{u'type': u'Point', u'coordinates': [-73.9841132, 40.7319936]}",-73.9841132,0,0
34101,MANHATTAN,2016-11-30,40.7517891,"{u'type': u'Point', u'coordinates': [-73.9863209, 40.7517891]}",-73.9863209,0,0
34102,MANHATTAN,2016-11-30,40.744099,"{u'type': u'Point', u'coordinates': [-73.9956441, 40.744099]}",-73.9956441,1,0
34103,MANHATTAN,2016-11-30,40.7748394,"{u'type': u'Point', u'coordinates': [-73.9864931, 40.7748394]}",-73.9864931,0,0
34104,MANHATTAN,2016-11-30,40.8014181,"{u'type': u'Point', u'coordinates': [-73.934454, 40.8014181]}",-73.934454,0,0
34105,MANHATTAN,2016-11-30,40.7867606,"{u'type': u'Point', u'coordinates': [-73.9287989, 40.7867606]}",-73.9287989,1,0
34106,MANHATTAN,2016-11-30,40.8027515,"{u'type': u'Point', u'coordinates': [-73.933575, 40.8027515]}",-73.933575,0,0
34107,MANHATTAN,2016-11-30,40.8046692,"{u'type': u'Point', u'coordinates': [-73.9321824, 40.8046692]}",-73.9321824,0,0
34108,MANHATTAN,2016-11-30,40.7993065,"{u'type': u'Point', u'coordinates': [-73.9432328, 40.7993065]}",-73.9432328,0,0
34109,MANHATTAN,2016-11-30,40.8069164,"{u'type': u'Point', u'coordinates': [-73.9355612, 40.8069164]}",-73.9355612,0,0
34110,MANHATTAN,2016-11-30,40.7619093,"{u'type': u'Point', u'coordinates': [-73.9726485, 40.7619093]}",-73.9726485,0,0
34111,MANHATTAN,2016-11-30,40.7603063,"{u'type': u'Point', u'coordinates': [-73.9891672, 40.7603063]}",-73.9891672,0,0
34112,MANHATTAN,2016-11-30,40.8082628,"{u'type': u'Point', u'coordinates': [-73.9562657, 40.8082628]}",-73.9562657,0,0
34113,MANHATTAN,2016-11-30,40.7642781,"{u'type': u'Point', u'coordinates': [-73.9730158, 40.7642781]}",-73.9730158,0,0
34114,MANHATTAN,2016-11-30,40.7650058,"{u'type': u'Point', u'coordinates': [-73.9746869, 40.7650058]}",-73.9746869,0,0
34115,MANHATTAN,2016-11-30,40.7610887,"{u'type': u'Point', u'coordinates': [-73.9907013, 40.7610887]}",-73.9907013,0,0
34116,MANHATTAN,2016-11-30,40.7654213,"{u'type': u'Point', u'coordinates': [-73.9801198, 40.7654213]}",-73.9801198,0,0
34117,MANHATTAN,2016-11-30,40.7559788,"{u'type': u'Point', u'coordinates': [-73.9769607, 40.7559788]}",-73.9769607,0,0
34118,MANHATTAN,2016-11-30,40.8539203,"{u'type': u'Point', u'coordinates': [-73.9319912, 40.8539203]}",-73.9319912,0,0
34119,MANHATTAN,2016-11-30,40.8067067,"{u'type': u'Point', u'coordinates': [-73.9648494, 40.8067067]}",-73.9648494,1,0
34120,MANHATTAN,2016-11-30,40.7639911,"{u'type': u'Point', u'coordinates': [-73.958782, 40.7639911]}",-73.958782,0,0
34121,MANHATTAN,2016-11-30,40.7797618,"{u'type': u'Point', u'coordinates': [-73.944358, 40.7797618]}",-73.944358,0,0
34122,MANHATTAN,2016-11-30,40.7655459,"{u'type': u'Point', u'coordinates': [-73.9547017, 40.7655459]}",-73.9547017,0,0
34123,MANHATTAN,2016-11-30,,,,0,0
34124,MANHATTAN,2016-11-30,,,,1,0
34125,MANHATTAN,2016-11-30,40.7713904,"{u'type': u'Point', u'coordinates': [-73.9504303, 40.7713904]}",-73.9504303,0,0
34126,MANHATTAN,2016-11-30,,,,0,0
34127,MANHATTAN,2016-11-30,,,,0,0
34128,MANHATTAN,2016-12-01,40.8122008,"{u'type': u'Point', u'coordinates': [-73.9422501, 40.8122008]}",-73.9422501,0,0
34129,MANHATTAN,2016-12-01,40.8411522,"{u'type': u'Point', u'coordinates': [-73.9426911, 40.8411522]}",-73.9426911,0,0
34130,MANHATTAN,2016-12-01,40.8274533,"{u'type': u'Point', u'coordinates': [-73.9372432, 40.8274533]}",-73.9372432,0,0
34131,MANHATTAN,2016-12-01,40.7726551,"{u'type': u'Point', u'coordinates': [-73.9555525, 40.7726551]}",-73.9555525,0,0
34132,MANHATTAN,2016-12-01,40.8146607,"{u'type': u'Point', u'coordinates': [-73.9381765, 40.8146607]}",-73.9381765,0,0
34133,MANHATTAN,2016-12-01,40.84468,"{u'type': u'Point', u'coordinates': [-73.9388533, 40.84468]}",-73.9388533,0,0
34134,MANHATTAN,2016-12-01,40.7379185,"{u'type': u'Point', u'coordinates': [-73.9777969, 40.7379185]}",-73.9777969,0,0
34135,MANHATTAN,2016-12-01,40.7400807,"{u'type': u'Point', u'coordinates': [-73.9948433, 40.7400807]}",-73.9948433,0,0
34136,MANHATTAN,2016-12-01,40.7408547,"{u'type': u'Point', u'coordinates': [-73.9942767, 40.7408547]}",-73.9942767,0,0
34137,MANHATTAN,2016-12-01,40.7768989,"{u'type': u'Point', u'coordinates': [-73.9754586, 40.7768989]}",-73.9754586,0,0
34138,MANHATTAN,2016-12-01,40.7652528,"{u'type': u'Point', u'coordinates': [-73.9950868, 40.7652528]}",-73.9950868,1,0
34139,MANHATTAN,2016-12-01,40.7636169,"{u'type': u'Point', u'coordinates': [-73.9950689, 40.7636169]}",-73.9950689,0,0
34140,MANHATTAN,2016-12-01,40.7561235,"{u'type': u'Point', u'coordinates': [-73.9911567, 40.7561235]}",-73.9911567,0,0
34141,MANHATTAN,2016-12-01,40.8034264,"{u'type': u'Point', u'coordinates': [-73.933083, 40.8034264]}",-73.933083,0,0
34142,MANHATTAN,2016-12-01,40.8239805,"{u'type': u'Point', u'coordinates': [-73.9467129, 40.8239805]}",-73.9467129,0,0
34143,MANHATTAN,2016-12-01,40.759625,"{u'type': u'Point', u'coordinates': [-73.9700794, 40.759625]}",-73.9700794,0,0
34144,MANHATTAN,2016-12-01,40.8245097,"{u'type': u'Point', u'coordinates': [-73.9518505, 40.8245097]}",-73.9518505,0,0
34145,MANHATTAN,2016-12-01,40.728887,"{u'type': u'Point', u'coordinates': [-73.9874513, 40.728887]}",-73.9874513,0,0
34146,MANHATTAN,2016-12-01,40.7432122,"{u'type': u'Point', u'coordinates': [-74.0086142, 40.7432122]}",-74.0086142,0,0
34147,MANHATTAN,2016-12-01,40.725245,"{u'type': u'Point', u'coordinates': [-73.9910743, 40.725245]}",-73.9910743,0,0
34148,MANHATTAN,2016-12-01,40.7578281,"{u'type': u'Point', u'coordinates': [-73.9930696, 40.7578281]}",-73.9930696,0,0
34149,MANHATTAN,2016-12-01,40.7367906,"{u'type': u'Point', u'coordinates': [-73.9784973, 40.7367906]}",-73.9784973,0,0
34150,MANHATTAN,2016-12-01,40.7541617,"{u'type': u'Point', u'coordinates': [-73.976557, 40.7541617]}",-73.976557,0,0
34151,MANHATTAN,2016-12-01,40.753261,"{u'type': u'Point', u'coordinates': [-74.0038223, 40.753261]}",-74.0038223,0,0
34152,MANHATTAN,2016-12-01,40.7584292,"{u'type': u'Point', u'coordinates': [-73.9926328, 40.7584292]}",-73.9926328,0,0
34153,MANHATTAN,2016-12-01,40.761391,"{u'type': u'Point', u'coordinates': [-74.0017363, 40.761391]}",-74.0017363,0,0
34154,MANHATTAN,2016-12-01,40.7766338,"{u'type': u'Point', u'coordinates': [-73.9597707, 40.7766338]}",-73.9597707,0,0
34155,MANHATTAN,2016-12-01,40.7692957,"{u'type': u'Point', u'coordinates': [-73.9949385, 40.7692957]}",-73.9949385,0,0
34156,MANHATTAN,2016-12-01,40.7501786,"{u'type': u'Point', u'coordinates': [-74.0060706, 40.7501786]}",-74.0060706,0,0
34157,MANHATTAN,2016-12-01,40.7452931,"{u'type': u'Point', u'coordinates': [-73.9984879, 40.7452931]}",-73.9984879,0,0
34158,MANHATTAN,2016-12-01,40.7518617,"{u'type': u'Point', u'coordinates': [-73.9770343, 40.7518617]}",-73.9770343,0,0
34159,MANHATTAN,2016-12-01,40.7571447,"{u'type': u'Point', u'coordinates': [-73.9935606, 40.7571447]}",-73.9935606,0,0
34160,MANHATTAN,2016-12-01,40.7475353,"{u'type': u'Point', u'coordinates': [-74.007828, 40.7475353]}",-74.007828,0,0
34161,MANHATTAN,2016-12-01,40.7755322,"{u'type': u'Point', u'coordinates': [-73.9764593, 40.7755322]}",-73.9764593,0,0
34162,MANHATTAN,2016-12-01,40.7890514,"{u'type': u'Point', u'coordinates': [-73.9703009, 40.7890514]}",-73.9703009,0,0
34163,MANHATTAN,2016-12-01,40.7257971,"{u'type': u'Point', u'coordinates': [-73.9976116, 40.7257971]}",-73.9976116,0,0
34164,MANHATTAN,2016-12-01,40.7485121,"{u'type': u'Point', u'coordinates': [-73.9887144, 40.7485121]}",-73.9887144,0,0
34165,MANHATTAN,2016-12-01,40.723044,"{u'type': u'Point', u'coordinates': [-74.0032181, 40.723044]}",-74.0032181,0,0
34166,MANHATTAN,2016-12-01,40.7487997,"{u'type': u'Point', u'coordinates': [-73.969846, 40.7487997]}",-73.969846,0,0
34167,MANHATTAN,2016-12-01,40.7495397,"{u'type': u'Point', u'coordinates': [-73.9774357, 40.7495397]}",-73.9774357,1,0
34168,MANHATTAN,2016-12-01,40.760231,"{u'type': u'Point', u'coordinates': [-73.9801718, 40.760231]}",-73.9801718,0,0
34169,MANHATTAN,2016-12-01,40.7515112,"{u'type': u'Point', u'coordinates': [-73.9818636, 40.7515112]}",-73.9818636,0,0
34170,MANHATTAN,2016-12-01,40.7482467,"{u'type': u'Point', u'coordinates': [-73.9762885, 40.7482467]}",-73.9762885,0,0
34171,MANHATTAN,2016-12-01,40.798585,"{u'type': u'Point', u'coordinates': [-73.9335249, 40.798585]}",-73.9335249,0,0
34172,MANHATTAN,2016-12-01,40.7481822,"{u'type': u'Point', u'coordinates': [-73.9845171, 40.7481822]}",-73.9845171,0,0
34173,MANHATTAN,2016-12-01,40.7138459,"{u'type': u'Point', u'coordinates': [-74.0105619, 40.7138459]}",-74.0105619,0,0
34174,MANHATTAN,2016-12-01,40.7428538,"{u'type': u'Point', u'coordinates': [-73.9790908, 40.7428538]}",-73.9790908,0,0
34175,MANHATTAN,2016-12-01,40.7508437,"{u'type': u'Point', u'coordinates': [-73.9786082, 40.7508437]}",-73.9786082,3,0
34176,MANHATTAN,2016-12-01,40.7508292,"{u'type': u'Point', u'coordinates': [-74.001884, 40.7508292]}",-74.001884,0,0
34177,MANHATTAN,2016-12-01,40.7533182,"{u'type': u'Point', u'coordinates': [-73.9725871, 40.7533182]}",-73.9725871,0,0
34178,MANHATTAN,2016-12-01,,,,0,0
34179,MANHATTAN,2016-12-01,40.7595778,"{u'type': u'Point', u'coordinates': [-73.9680255, 40.7595778]}",-73.9680255,0,0
34180,MANHATTAN,2016-12-01,40.7822788,"{u'type': u'Point', u'coordinates': [-73.9762799, 40.7822788]}",-73.9762799,0,0
34181,MANHATTAN,2016-12-01,40.7583292,"{u'type': u'Point', u'coordinates': [-73.9689357, 40.7583292]}",-73.9689357,0,0
34182,MANHATTAN,2016-12-01,40.7469199,"{u'type': u'Point', u'coordinates': [-73.9712291, 40.7469199]}",-73.9712291,0,0
34183,MANHATTAN,2016-12-01,40.7156221,"{u'type': u'Point', u'coordinates': [-73.9942752, 40.7156221]}",-73.9942752,0,0
34184,MANHATTAN,2016-12-01,40.7642306,"{u'type': u'Point', u'coordinates': [-73.9829647, 40.7642306]}",-73.9829647,0,0
34185,MANHATTAN,2016-12-01,40.7624906,"{u'type': u'Point', u'coordinates': [-73.9846185, 40.7624906]}",-73.9846185,0,0
34186,MANHATTAN,2016-12-01,40.7761473,"{u'type': u'Point', u'coordinates': [-73.9580415, 40.7761473]}",-73.9580415,0,0
34187,MANHATTAN,2016-12-01,40.7671845,"{u'type': u'Point', u'coordinates': [-73.9624695, 40.7671845]}",-73.9624695,0,0
34188,MANHATTAN,2016-12-01,40.8555815,"{u'type': u'Point', u'coordinates': [-73.9332077, 40.8555815]}",-73.9332077,0,0
34189,MANHATTAN,2016-12-01,40.7534749,"{u'type': u'Point', u'coordinates': [-73.9925287, 40.7534749]}",-73.9925287,0,0
34190,MANHATTAN,2016-12-01,40.7629663,"{u'type': u'Point', u'coordinates': [-73.9739693, 40.7629663]}",-73.9739693,0,0
34191,MANHATTAN,2016-12-01,40.7728042,"{u'type': u'Point', u'coordinates': [-73.9578523, 40.7728042]}",-73.9578523,0,0
34192,MANHATTAN,2016-12-01,40.7591324,"{u'type': u'Point', u'coordinates': [-73.9764073, 40.7591324]}",-73.9764073,0,0
34193,MANHATTAN,2016-12-01,40.7818402,"{u'type': u'Point', u'coordinates': [-73.9792844, 40.7818402]}",-73.9792844,0,0
34194,MANHATTAN,2016-12-01,40.7210624,"{u'type': u'Point', u'coordinates': [-73.9981962, 40.7210624]}",-73.9981962,0,0
34195,MANHATTAN,2016-12-01,40.7673964,"{u'type': u'Point', u'coordinates': [-73.9963285, 40.7673964]}",-73.9963285,2,0
34196,MANHATTAN,2016-12-01,40.7612344,"{u'type': u'Point', u'coordinates': [-73.9638843, 40.7612344]}",-73.9638843,0,0
34197,MANHATTAN,2016-12-01,40.7224015,"{u'type': u'Point', u'coordinates': [-73.9916483, 40.7224015]}",-73.9916483,0,0
34198,MANHATTAN,2016-12-01,40.7140687,"{u'type': u'Point', u'coordinates': [-73.9975038, 40.7140687]}",-73.9975038,0,0
34199,MANHATTAN,2016-12-01,40.7713874,"{u'type': u'Point', u'coordinates': [-73.9564776, 40.7713874]}",-73.9564776,0,0
34200,MANHATTAN,2016-12-01,40.7865943,"{u'type': u'Point', u'coordinates': [-73.9683844, 40.7865943]}",-73.9683844,0,0
34201,MANHATTAN,2016-12-01,40.7211721,"{u'type': u'Point', u'coordinates': [-73.9965764, 40.7211721]}",-73.9965764,0,0
34202,MANHATTAN,2016-12-01,40.7785518,"{u'type': u'Point', u'coordinates': [-73.9512482, 40.7785518]}",-73.9512482,0,0
34203,MANHATTAN,2016-12-01,,,,1,0
