,borough,date,latitude,location,longitude,number_of_persons_injured,number_of_persons_killed
0,MANHATTAN,2016-01-01,40.7534818,"{u'type': u'Point', u'coordinates': [-73.9808885, 40.7534818]}",-73.9808885,0,0
1,MANHATTAN,2016-01-01,40.7509908,"{u'type': u'Point', u'coordinates': [-73.9906233, 40.7509908]}",-73.9906233,0,0
2,MANHATTAN,2016-01-01,40.7503184,"{u'type': u'Point', u'coordinates': [-73.9911106, 40.7503184]}",-73.9911106,0,0
3,MANHATTAN,2016-01-01,40.7597301,"{u'type': u'Point', u'coordinates': [-73.9916833, 40.7597301]}",-73.9916833,0,0
4,MANHATTAN,2016-01-01,40.7222418,"{u'type': u'Point', u'coordinates': [-73.9862873, 40.7222418]}",-73.9862873,0,0
5,MANHATTAN,2016-01-01,40.8614639,"{u'type': u'Point', u'coordinates': [-73.9249989, 40.8614639]}",-73.9249989,0,0
6,MANHATTAN,2016-01-01,40.738552,"{u'type': u'Point', u'coordinates': [-73.9996824, 40.738552]}",-73.9996824,0,0
7,MANHATTAN,2016-01-01,40.7966809,"{u'type': u'Point', u'coordinates': [-73.9349137, 40.7966809]}",-73.9349137,0,0
8,MANHATTAN,2016-01-01,40.8088424,"{u'type': u'Point', u'coordinates': [-73.9658127, 40.8088424]}",-73.9658127,2,0
9,MANHATTAN,2016-01-01,40.8648086,"{u'type': u'Point', u'coordinates': [-73.9193623, 40.8648086]}",-73.9193623,0,0
10,MANHATTAN,2016-01-01,40.8139383,"{u'type': u'Point', u'coordinates': [-73.9484189, 40.8139383]}",-73.9484189,0,0
11,MANHATTAN,2016-01-01,40.7387967,"{u'type': u'Point', u'coordinates': [-73.977147, 40.7387967]}",-73.977147,0,0
12,MANHATTAN,2016-01-01,40.8089731,"{u'type': u'Point', u'coordinates': [-73.9483252, 40.8089731]}",-73.9483252,0,0
13,MANHATTAN,2016-01-01,40.8102764,"{u'type': u'Point', u'coordinates': [-73.9473705, 40.8102764]}",-73.9473705,2,0
14,MANHATTAN,2016-01-01,40.7251925,"{u'type': u'Point', u'coordinates': [-73.9870443, 40.7251925]}",-73.9870443,0,0
15,MANHATTAN,2016-01-01,40.7272875,"{u'type': u'Point', u'coordinates': [-74.0006314, 40.7272875]}",-74.0006314,0,0
16,MANHATTAN,2016-01-01,40.7407008,"{u'type': u'Point', u'coordinates': [-74.0089603, 40.7407008]}",-74.0089603,0,0
17,MANHATTAN,2016-01-01,40.8178994,"{u'type': u'Point', u'coordinates': [-73.9380903, 40.8178994]}",-73.9380903,0,0
18,MANHATTAN,2016-01-01,40.7131792,"{u'type': u'Point', u'coordinates': [-73.9925007, 40.7131792]}",-73.9925007,0,0
19,MANHATTAN,2016-01-01,40.7563515,"{u'type': u'Point', u'coordinates': [-74.0054034, 40.7563515]}",-74.0054034,0,0
20,MANHATTAN,2016-01-01,40.7661449,"{u'type': u'Point', u'coordinates': [-73.9972347, 40.7661449]}",-73.9972347,0,0
21,MANHATTAN,2016-01-01,40.8045253,"{u'type': u'Point', u'coordinates': [-73.9515724, 40.8045253]}",-73.9515724,0,0
22,MANHATTAN,2016-01-01,40.8031164,"{u'type': u'Point', u'coordinates': [-73.9563196, 40.8031164]}",-73.9563196,1,0
23,MANHATTAN,2016-01-01,40.7579729,"{u'type': u'Point', u'coordinates': [-73.9855364, 40.7579729]}",-73.9855364,0,0
24,MANHATTAN,2016-01-01,40.7237466,"{u'type': u'Point', u'coordinates': [-74.0061151, 40.7237466]}",-74.0061151,0,0
25,MANHATTAN,2016-01-01,40.7136919,"{u'type': u'Point', u'coordinates': [-74.0137542, 40.7136919]}",-74.0137542,0,0
26,MANHATTAN,2016-01-01,40.7230221,"{u'type': u'Point', u'coordinates': [-73.9988131, 40.7230221]}",-73.9988131,1,0
27,MANHATTAN,2016-01-01,40.8609571,"{u'type': u'Point', u'coordinates': [-73.9265034, 40.8609571]}",-73.9265034,1,0
28,MANHATTAN,2016-01-01,40.8589127,"{u'type': u'Point', u'coordinates': [-73.9229593, 40.8589127]}",-73.9229593,0,0
29,MANHATTAN,2016-01-01,40.8663357,"{u'type': u'Point', u'coordinates': [-73.9250042, 40.8663357]}",-73.9250042,0,0
30,MANHATTAN,2016-01-01,40.867769,"{u'type': u'Point', u'coordinates': [-73.9259174, 40.867769]}",-73.9259174,0,0
31,MANHATTAN,2016-01-01,40.8486847,"{u'type': u'Point', u'coordinates': [-73.9392147, 40.8486847]}",-73.9392147,0,0
32,MANHATTAN,2016-01-01,40.8050573,"{u'type': u'Point', u'coordinates': [-73.9390342, 40.8050573]}",-73.9390342,1,0
33,MANHATTAN,2016-01-01,40.7939814,"{u'type': u'Point', u'coordinates': [-73.9722814, 40.7939814]}",-73.9722814,0,0
34,MANHATTAN,2016-01-01,40.7621793,"{u'type': u'Point', u'coordinates': [-73.9661291, 40.7621793]}",-73.9661291,0,0
35,MANHATTAN,2016-01-01,40.7333357,"{u'type': u'Point', u'coordinates': [-73.9831855, 40.7333357]}",-73.9831855,0,0
36,MANHATTAN,2016-01-01,40.7788219,"{u'type': u'Point', u'coordinates': [-73.953985, 40.7788219]}",-73.953985,1,0
37,MANHATTAN,2016-01-01,40.7623963,"{u'type': u'Point', u'coordinates': [-73.9786009, 40.7623963]}",-73.9786009,0,0
38,MANHATTAN,2016-01-01,40.738171,"{u'type': u'Point', u'coordinates': [-73.9776019, 40.738171]}",-73.9776019,2,0
39,MANHATTAN,2016-01-01,40.738219,"{u'type': u'Point', u'coordinates': [-73.9856742, 40.738219]}",-73.9856742,0,0
40,MANHATTAN,2016-01-01,40.8635725,"{u'type': u'Point', u'coordinates': [-73.9260124, 40.8635725]}",-73.9260124,0,0
41,MANHATTAN,2016-01-01,40.7388307,"{u'type': u'Point', u'coordinates': [-73.9831481, 40.7388307]}",-73.9831481,0,0
42,MANHATTAN,2016-01-01,40.7313217,"{u'type': u'Point', u'coordinates': [-73.9886127, 40.7313217]}",-73.9886127,1,0
43,MANHATTAN,2016-01-01,40.8133899,"{u'type': u'Point', u'coordinates': [-73.9562587, 40.8133899]}",-73.9562587,1,0
44,MANHATTAN,2016-01-01,40.7780962,"{u'type': u'Point', u'coordinates': [-73.9782926, 40.7780962]}",-73.9782926,0,0
45,MANHATTAN,2016-01-01,40.738505,"{u'type': u'Point', u'coordinates': [-73.9917978, 40.738505]}",-73.9917978,1,0
46,MANHATTAN,2016-01-01,40.7438808,"{u'type': u'Point', u'coordinates': [-73.9815589, 40.7438808]}",-73.9815589,1,0
47,MANHATTAN,2016-01-01,40.8641128,"{u'type': u'Point', u'coordinates': [-73.9212504, 40.8641128]}",-73.9212504,0,0
48,MANHATTAN,2016-01-01,40.7602226,"{u'type': u'Point', u'coordinates': [-73.967462, 40.7602226]}",-73.967462,0,0
49,MANHATTAN,2016-01-01,40.7921853,"{u'type': u'Point', u'coordinates': [-73.968017, 40.7921853]}",-73.968017,1,0
50,MANHATTAN,2016-01-01,40.7966428,"{u'type': u'Point', u'coordinates': [-73.9684772, 40.7966428]}",-73.9684772,0,0
51,MANHATTAN,2016-01-01,40.7203179,"{u'type': u'Point', u'coordinates': [-74.0121683, 40.7203179]}",-74.0121683,0,0
52,MANHATTAN,2016-01-01,40.7871194,"{u'type': u'Point', u'coordinates': [-73.9479233, 40.7871194]}",-73.9479233,0,0
53,MANHATTAN,2016-01-01,40.7941352,"{u'type': u'Point', u'coordinates': [-73.9428183, 40.7941352]}",-73.9428183,0,0
54,MANHATTAN,2016-01-01,40.7112296,"{u'type': u'Point', u'coordinates': [-73.9847854, 40.7112296]}",-73.9847854,0,0
55,MANHATTAN,2016-01-01,40.7570751,"{u'type': u'Point', u'coordinates': [-73.9698495, 40.7570751]}",-73.9698495,0,0
56,MANHATTAN,2016-01-01,40.7497063,"{u'type': u'Point', u'coordinates': [-73.9915618, 40.7497063]}",-73.9915618,0,0
57,MANHATTAN,2016-01-01,40.7785518,"{u'type': u'Point', u'coordinates': [-73.9512482, 40.7785518]}",-73.9512482,0,0
58,MANHATTAN,2016-01-01,40.7608574,"{u'type': u'Point', u'coordinates': [-73.9610689, 40.7608574]}",-73.9610689,0,0
59,MANHATTAN,2016-01-01,40.7256734,"{u'type': u'Point', u'coordinates': [-74.0057798, 40.7256734]}",-74.0057798,2,0
60,MANHATTAN,2016-01-01,40.7647319,"{u'type': u'Point', u'coordinates': [-73.9663588, 40.7647319]}",-73.9663588,0,0
61,MANHATTAN,2016-01-01,40.7131354,"{u'type': u'Point', u'coordinates': [-74.0040581, 40.7131354]}",-74.0040581,0,0
62,MANHATTAN,2016-01-01,40.7187947,"{u'type': u'Point', u'coordinates': [-73.9890116, 40.7187947]}",-73.9890116,0,0
63,MANHATTAN,2016-01-01,40.7277455,"{u'type': u'Point', u'coordinates': [-73.991276, 40.7277455]}",-73.991276,0,0
64,MANHATTAN,2016-01-01,40.7218863,"{u'type': u'Point', u'coordinates': [-73.9773477, 40.7218863]}",-73.9773477,1,0
65,MANHATTAN,2016-01-01,40.818472,"{u'type': u'Point', u'coordinates': [-73.941392, 40.818472]}",-73.941392,0,0
66,MANHATTAN,2016-01-01,40.7992577,"{u'type': u'Point', u'coordinates': [-73.9390504, 40.7992577]}",-73.9390504,2,0
67,MANHATTAN,2016-01-02,40.7381665,"{u'type': u'Point', u'coordinates': [-73.9836318, 40.7381665]}",-73.9836318,0,0
68,MANHATTAN,2016-01-02,40.7618573,"{u'type': u'Point', u'coordinates': [-73.9634255, 40.7618573]}",-73.9634255,0,0
69,MANHATTAN,2016-01-02,40.7317422,"{u'type': u'Point', u'coordinates': [-74.0032979, 40.7317422]}",-74.0032979,0,0
70,MANHATTAN,2016-01-02,40.7344815,"{u'type': u'Point', u'coordinates': [-74.0013892, 40.7344815]}",-74.0013892,0,0
71,MANHATTAN,2016-01-02,40.7165417,"{u'type': u'Point', u'coordinates': [-73.9969843, 40.7165417]}",-73.9969843,0,0
72,MANHATTAN,2016-01-02,40.7145024,"{u'type': u'Point', u'coordinates': [-73.9987952, 40.7145024]}",-73.9987952,0,0
73,MANHATTAN,2016-01-02,40.7141646,"{u'type': u'Point', u'coordinates': [-74.006309, 40.7141646]}",-74.006309,0,0
74,MANHATTAN,2016-01-02,40.8114771,"{u'type': u'Point', u'coordinates': [-73.9502162, 40.8114771]}",-73.9502162,0,0
75,MANHATTAN,2016-01-02,40.8090701,"{u'type': u'Point', u'coordinates': [-73.9445394, 40.8090701]}",-73.9445394,0,0
76,MANHATTAN,2016-01-02,40.8057295,"{u'type': u'Point', u'coordinates': [-73.9385424, 40.8057295]}",-73.9385424,0,0
77,MANHATTAN,2016-01-02,40.8069164,"{u'type': u'Point', u'coordinates': [-73.9355612, 40.8069164]}",-73.9355612,0,0
78,MANHATTAN,2016-01-02,40.8013526,"{u'type': u'Point', u'coordinates': [-73.9678754, 40.8013526]}",-73.9678754,1,0
79,MANHATTAN,2016-01-02,40.7927515,"{u'type': u'Point', u'coordinates': [-73.971314, 40.7927515]}",-73.971314,0,0
80,MANHATTAN,2016-01-02,40.8005073,"{u'type': u'Point', u'coordinates': [-73.9679733, 40.8005073]}",-73.9679733,4,0
81,MANHATTAN,2016-01-02,40.7165417,"{u'type': u'Point', u'coordinates': [-73.9969843, 40.7165417]}",-73.9969843,0,0
82,MANHATTAN,2016-01-02,40.7795851,"{u'type': u'Point', u'coordinates': [-73.9618379, 40.7795851]}",-73.9618379,0,0
83,MANHATTAN,2016-01-02,40.7641617,"{u'type': u'Point', u'coordinates': [-73.9688897, 40.7641617]}",-73.9688897,0,0
84,MANHATTAN,2016-01-02,40.7752455,"{u'type': u'Point', u'coordinates': [-73.9476221, 40.7752455]}",-73.9476221,0,0
85,MANHATTAN,2016-01-02,40.760229,"{u'type': u'Point', u'coordinates': [-73.9615205, 40.760229]}",-73.9615205,0,0
86,MANHATTAN,2016-01-02,40.7540546,"{u'type': u'Point', u'coordinates': [-73.9762792, 40.7540546]}",-73.9762792,0,0
87,MANHATTAN,2016-01-02,40.7605247,"{u'type': u'Point', u'coordinates': [-73.9799732, 40.7605247]}",-73.9799732,0,0
88,MANHATTAN,2016-01-02,40.7457274,"{u'type': u'Point', u'coordinates': [-73.9781227, 40.7457274]}",-73.9781227,0,0
89,MANHATTAN,2016-01-02,40.7533681,"{u'type': u'Point', u'coordinates': [-73.974648, 40.7533681]}",-73.974648,0,0
90,MANHATTAN,2016-01-02,40.7602226,"{u'type': u'Point', u'coordinates': [-73.967462, 40.7602226]}",-73.967462,0,0
91,MANHATTAN,2016-01-02,40.7560353,"{u'type': u'Point', u'coordinates': [-73.9869481, 40.7560353]}",-73.9869481,0,0
92,MANHATTAN,2016-01-02,40.7410276,"{u'type': u'Point', u'coordinates': [-73.9941612, 40.7410276]}",-73.9941612,0,0
93,MANHATTAN,2016-01-02,40.7416232,"{u'type': u'Point', u'coordinates': [-73.9937353, 40.7416232]}",-73.9937353,0,0
94,MANHATTAN,2016-01-02,40.7326191,"{u'type': u'Point', u'coordinates': [-73.9815007, 40.7326191]}",-73.9815007,0,0
95,MANHATTAN,2016-01-02,40.7385503,"{u'type': u'Point', u'coordinates': [-73.9804201, 40.7385503]}",-73.9804201,0,0
96,MANHATTAN,2016-01-02,40.7359879,"{u'type': u'Point', u'coordinates': [-73.9894563, 40.7359879]}",-73.9894563,0,0
97,MANHATTAN,2016-01-02,40.7440076,"{u'type': u'Point', u'coordinates': [-73.9856946, 40.7440076]}",-73.9856946,0,0
98,MANHATTAN,2016-01-02,40.7420255,"{u'type': u'Point', u'coordinates': [-73.9829127, 40.7420255]}",-73.9829127,0,0
99,MANHATTAN,2016-01-02,40.7358679,"{u'type': u'Point', u'coordinates': [-73.976365, 40.7358679]}",-73.976365,1,0
100,MANHATTAN,2016-01-02,40.7241363,"{u'type': u'Point', u'coordinates': [-73.9926041, 40.7241363]}",-73.9926041,1,0
101,MANHATTAN,2016-01-02,40.7115928,"{u'type': u'Point', u'coordinates': [-73.9942647, 40.7115928]}",-73.9942647,0,0
102,MANHATTAN,2016-01-02,40.7227174,"{u'type': u'Point', u'coordinates': [-74.0044483, 40.7227174]}",-74.0044483,0,0
103,MANHATTAN,2016-01-02,40.7130557,"{u'type': u'Point', u'coordinates': [-74.0072251, 40.7130557]}",-74.0072251,0,0
104,MANHATTAN,2016-01-02,40.7237466,"{u'type': u'Point', u'coordinates': [-74.0061151, 40.7237466]}",-74.0061151,0,0
105,MANHATTAN,2016-01-02,40.7776779,"{u'type': u'Point', u'coordinates': [-73.963229, 40.7776779]}",-73.963229,0,0
106,MANHATTAN,2016-01-02,40.7713874,"{u'type': u'Point', u'coordinates': [-73.9564776, 40.7713874]}",-73.9564776,0,0
107,MANHATTAN,2016-01-02,40.750218,"{u'type': u'Point', u'coordinates': [-73.979056, 40.750218]}",-73.979056,0,0
108,MANHATTAN,2016-01-02,40.8276577,"{u'type': u'Point', u'coordinates': [-73.9396892, 40.8276577]}",-73.9396892,0,0
109,MANHATTAN,2016-01-02,40.7586947,"{u'type': u'Point', u'coordinates': [-73.9853377, 40.7586947]}",-73.9853377,0,0
110,MANHATTAN,2016-01-02,40.7460781,"{u'type': u'Point', u'coordinates': [-73.9749359, 40.7460781]}",-73.9749359,0,0
111,MANHATTAN,2016-01-02,40.7583082,"{u'type': u'Point', u'coordinates': [-73.9629257, 40.7583082]}",-73.9629257,0,0
112,MANHATTAN,2016-01-02,40.7487997,"{u'type': u'Point', u'coordinates': [-73.969846, 40.7487997]}",-73.969846,0,0
113,MANHATTAN,2016-01-02,40.767242,"{u'type': u'Point', u'coordinates': [-73.9862022, 40.767242]}",-73.9862022,0,0
114,MANHATTAN,2016-01-02,40.7622359,"{u'type': u'Point', u'coordinates': [-73.9898636, 40.7622359]}",-73.9898636,0,0
115,MANHATTAN,2016-01-02,40.7610362,"{u'type': u'Point', u'coordinates': [-73.9870157, 40.7610362]}",-73.9870157,0,0
116,MANHATTAN,2016-01-02,40.7580218,"{u'type': u'Point', u'coordinates': [-73.9817932, 40.7580218]}",-73.9817932,0,0
117,MANHATTAN,2016-01-02,40.7673964,"{u'type': u'Point', u'coordinates': [-73.9963285, 40.7673964]}",-73.9963285,0,0
118,MANHATTAN,2016-01-02,40.7629663,"{u'type': u'Point', u'coordinates': [-73.9739693, 40.7629663]}",-73.9739693,0,0
119,MANHATTAN,2016-01-02,40.7643229,"{u'type': u'Point', u'coordinates': [-73.977196, 40.7643229]}",-73.977196,0,0
120,MANHATTAN,2016-01-02,40.7736551,"{u'type': u'Point', u'coordinates': [-73.9778247, 40.7736551]}",-73.9778247,0,0
121,MANHATTAN,2016-01-02,40.7753721,"{u'type': u'Point', u'coordinates': [-73.9877097, 40.7753721]}",-73.9877097,0,0
122,MANHATTAN,2016-01-02,40.8133899,"{u'type': u'Point', u'coordinates': [-73.9562587, 40.8133899]}",-73.9562587,0,0
123,MANHATTAN,2016-01-02,40.8295922,"{u'type': u'Point', u'coordinates': [-73.9500581, 40.8295922]}",-73.9500581,0,0
124,MANHATTAN,2016-01-02,40.8216382,"{u'type': u'Point', u'coordinates': [-73.9390768, 40.8216382]}",-73.9390768,0,0
125,MANHATTAN,2016-01-02,40.7608228,"{u'type': u'Point', u'coordinates': [-73.9983142, 40.7608228]}",-73.9983142,0,0
126,MANHATTAN,2016-01-02,40.7679171,"{u'type': u'Point', u'coordinates': [-73.9857147, 40.7679171]}",-73.9857147,0,0
127,MANHATTAN,2016-01-02,40.7629663,"{u'type': u'Point', u'coordinates': [-73.9739693, 40.7629663]}",-73.9739693,0,0
128,MANHATTAN,2016-01-02,40.760405,"{u'type': u'Point', u'coordinates': [-73.9874743, 40.760405]}",-73.9874743,0,0
129,MANHATTAN,2016-01-02,40.7630248,"{u'type': u'Point', u'coordinates': [-73.9781387, 40.7630248]}",-73.9781387,0,0
130,MANHATTAN,2016-01-02,40.7597902,"{u'type': u'Point', u'coordinates': [-73.9879256, 40.7597902]}",-73.9879256,0,0
131,MANHATTAN,2016-01-02,40.8483156,"{u'type': u'Point', u'coordinates': [-73.9420524, 40.8483156]}",-73.9420524,0,0
132,MANHATTAN,2016-01-02,40.788358,"{u'type': u'Point', u'coordinates': [-73.9745227, 40.788358]}",-73.9745227,0,0
133,MANHATTAN,2016-01-02,40.7298565,"{u'type': u'Point', u'coordinates': [-74.0039544, 40.7298565]}",-74.0039544,0,0
134,MANHATTAN,2016-01-02,40.7509597,"{u'type': u'Point', u'coordinates': [-73.9827227, 40.7509597]}",-73.9827227,0,0
135,MANHATTAN,2016-01-02,40.7509597,"{u'type': u'Point', u'coordinates': [-73.9827227, 40.7509597]}",-73.9827227,0,0
136,MANHATTAN,2016-01-02,40.7570213,"{u'type': u'Point', u'coordinates': [-74.004927, 40.7570213]}",-74.004927,0,0
137,MANHATTAN,2016-01-02,40.753928,"{u'type': u'Point', u'coordinates': [-73.9976034, 40.753928]}",-73.9976034,0,0
138,MANHATTAN,2016-01-02,40.7484001,"{u'type': u'Point', u'coordinates': [-73.9999386, 40.7484001]}",-73.9999386,0,0
139,MANHATTAN,2016-01-02,40.7615008,"{u'type': u'Point', u'coordinates': [-73.9978197, 40.7615008]}",-73.9978197,0,0
140,MANHATTAN,2016-01-02,40.7279758,"{u'type': u'Point', u'coordinates': [-73.988119, 40.7279758]}",-73.988119,0,0
141,MANHATTAN,2016-01-02,40.7272615,"{u'type': u'Point', u'coordinates': [-73.9826567, 40.7272615]}",-73.9826567,0,0
142,MANHATTAN,2016-01-02,40.7815326,"{u'type': u'Point', u'coordinates': [-73.9583197, 40.7815326]}",-73.9583197,0,0
143,MANHATTAN,2016-01-02,40.7226976,"{u'type': u'Point', u'coordinates': [-73.9878638, 40.7226976]}",-73.9878638,1,0
144,MANHATTAN,2016-01-03,40.7401843,"{u'type': u'Point', u'coordinates': [-73.986363, 40.7401843]}",-73.986363,0,0
145,MANHATTAN,2016-01-03,40.775292,"{u'type': u'Point', u'coordinates': [-73.9536264, 40.775292]}",-73.9536264,0,0
146,MANHATTAN,2016-01-03,40.7634806,"{u'type': u'Point', u'coordinates': [-73.9672727, 40.7634806]}",-73.9672727,0,0
147,MANHATTAN,2016-01-03,40.7690642,"{u'type': u'Point', u'coordinates': [-73.961111, 40.7690642]}",-73.961111,0,0
148,MANHATTAN,2016-01-03,40.7484385,"{u'type': u'Point', u'coordinates': [-73.996196, 40.7484385]}",-73.996196,0,0
149,MANHATTAN,2016-01-03,40.7576718,"{u'type': u'Point', u'coordinates': [-73.9948239, 40.7576718]}",-73.9948239,0,0
150,MANHATTAN,2016-01-03,40.8568082,"{u'type': u'Point', u'coordinates': [-73.9282648, 40.8568082]}",-73.9282648,0,0
151,MANHATTAN,2016-01-03,40.7208537,"{u'type': u'Point', u'coordinates': [-74.0039287, 40.7208537]}",-74.0039287,0,0
152,MANHATTAN,2016-01-03,40.7953261,"{u'type': u'Point', u'coordinates': [-73.9712877, 40.7953261]}",-73.9712877,0,0
153,MANHATTAN,2016-01-03,40.771785,"{u'type': u'Point', u'coordinates': [-73.9633262, 40.771785]}",-73.9633262,0,0
154,MANHATTAN,2016-01-03,40.7180184,"{u'type': u'Point', u'coordinates': [-73.9999567, 40.7180184]}",-73.9999567,0,0
155,MANHATTAN,2016-01-03,40.7831606,"{u'type': u'Point', u'coordinates': [-73.9804719, 40.7831606]}",-73.9804719,1,0
156,MANHATTAN,2016-01-03,40.7845371,"{u'type': u'Point', u'coordinates': [-73.9735961, 40.7845371]}",-73.9735961,0,0
157,MANHATTAN,2016-01-03,40.762106,"{u'type': u'Point', u'coordinates': [-73.9601368, 40.762106]}",-73.9601368,0,0
158,MANHATTAN,2016-01-03,40.7187947,"{u'type': u'Point', u'coordinates': [-73.9890116, 40.7187947]}",-73.9890116,0,0
159,MANHATTAN,2016-01-03,40.7210624,"{u'type': u'Point', u'coordinates': [-73.9981962, 40.7210624]}",-73.9981962,0,0
160,MANHATTAN,2016-01-03,40.7871194,"{u'type': u'Point', u'coordinates': [-73.9479233, 40.7871194]}",-73.9479233,0,0
161,MANHATTAN,2016-01-03,40.7820225,"{u'type': u'Point', u'coordinates': [-73.9717231, 40.7820225]}",-73.9717231,0,0
162,MANHATTAN,2016-01-03,40.7820225,"{u'type': u'Point', u'coordinates': [-73.9717231, 40.7820225]}",-73.9717231,3,0
163,MANHATTAN,2016-01-03,40.785805,"{u'type': u'Point', u'coordinates': [-73.9428471, 40.785805]}",-73.9428471,0,0
164,MANHATTAN,2016-01-03,40.7561391,"{u'type': u'Point', u'coordinates': [-73.9831689, 40.7561391]}",-73.9831689,0,0
165,MANHATTAN,2016-01-03,40.792255,"{u'type': u'Point', u'coordinates': [-73.9483852, 40.792255]}",-73.9483852,0,0
166,MANHATTAN,2016-01-03,40.7501114,"{u'type': u'Point', u'coordinates': [-73.968907, 40.7501114]}",-73.968907,0,0
167,MANHATTAN,2016-01-03,40.8056394,"{u'type': u'Point', u'coordinates': [-73.934392, 40.8056394]}",-73.934392,0,0
168,MANHATTAN,2016-01-03,40.7960032,"{u'type': u'Point', u'coordinates': [-73.9354092, 40.7960032]}",-73.9354092,0,0
169,MANHATTAN,2016-01-03,40.7464029,"{u'type': u'Point', u'coordinates': [-73.9797248, 40.7464029]}",-73.9797248,0,0
170,MANHATTAN,2016-01-03,40.7976786,"{u'type': u'Point', u'coordinates': [-73.9372821, 40.7976786]}",-73.9372821,0,0
171,MANHATTAN,2016-01-03,40.7986267,"{u'type': u'Point', u'coordinates': [-73.9395205, 40.7986267]}",-73.9395205,1,0
172,MANHATTAN,2016-01-03,40.7609059,"{u'type': u'Point', u'coordinates': [-73.9669961, 40.7609059]}",-73.9669961,0,0
173,MANHATTAN,2016-01-03,40.7602226,"{u'type': u'Point', u'coordinates': [-73.967462, 40.7602226]}",-73.967462,0,0
174,MANHATTAN,2016-01-03,40.7999787,"{u'type': u'Point', u'coordinates': [-73.9427338, 40.7999787]}",-73.9427338,1,0
175,MANHATTAN,2016-01-03,40.7341384,"{u'type': u'Point', u'coordinates': [-73.9991845, 40.7341384]}",-73.9991845,0,0
176,MANHATTAN,2016-01-03,40.7210624,"{u'type': u'Point', u'coordinates': [-73.9981962, 40.7210624]}",-73.9981962,0,0
177,MANHATTAN,2016-01-03,40.8327659,"{u'type': u'Point', u'coordinates': [-73.9458242, 40.8327659]}",-73.9458242,1,0
178,MANHATTAN,2016-01-03,40.8203405,"{u'type': u'Point', u'coordinates': [-73.940021, 40.8203405]}",-73.940021,0,0
179,MANHATTAN,2016-01-03,40.7189463,"{u'type': u'Point', u'coordinates': [-73.9754511, 40.7189463]}",-73.9754511,0,0
180,MANHATTAN,2016-01-03,40.7185558,"{u'type': u'Point', u'coordinates': [-73.9882, 40.7185558]}",-73.9882,0,0
181,MANHATTAN,2016-01-03,40.7263974,"{u'type': u'Point', u'coordinates': [-73.9861638, 40.7263974]}",-73.9861638,1,0
182,MANHATTAN,2016-01-03,40.7373303,"{u'type': u'Point', u'coordinates': [-73.9926531, 40.7373303]}",-73.9926531,1,0
183,MANHATTAN,2016-01-03,40.7448014,"{u'type': u'Point', u'coordinates': [-73.9914181, 40.7448014]}",-73.9914181,0,0
184,MANHATTAN,2016-01-03,40.7618573,"{u'type': u'Point', u'coordinates': [-73.9634255, 40.7618573]}",-73.9634255,0,0
185,MANHATTAN,2016-01-03,40.7291862,"{u'type': u'Point', u'coordinates': [-73.9872492, 40.7291862]}",-73.9872492,0,0
186,MANHATTAN,2016-01-03,40.802488,"{u'type': u'Point', u'coordinates': [-73.9567787, 40.802488]}",-73.9567787,0,0
187,MANHATTAN,2016-01-03,40.7614228,"{u'type': u'Point', u'coordinates': [-73.9840484, 40.7614228]}",-73.9840484,0,0
188,MANHATTAN,2016-01-03,40.767242,"{u'type': u'Point', u'coordinates': [-73.9862022, 40.767242]}",-73.9862022,0,0
189,MANHATTAN,2016-01-03,40.8664489,"{u'type': u'Point', u'coordinates': [-73.9304888, 40.8664489]}",-73.9304888,0,0
190,MANHATTAN,2016-01-03,40.7306541,"{u'type': u'Point', u'coordinates': [-73.9830707, 40.7306541]}",-73.9830707,0,0
191,MANHATTAN,2016-01-03,40.768439,"{u'type': u'Point', u'coordinates': [-73.9890504, 40.768439]}",-73.9890504,0,0
192,MANHATTAN,2016-01-03,40.7064837,"{u'type': u'Point', u'coordinates': [-74.016732, 40.7064837]}",-74.016732,0,0
193,MANHATTAN,2016-01-03,40.7659905,"{u'type': u'Point', u'coordinates': [-73.987123, 40.7659905]}",-73.987123,0,0
194,MANHATTAN,2016-01-03,40.7647362,"{u'type': u'Point', u'coordinates': [-73.988033, 40.7647362]}",-73.988033,1,0
195,MANHATTAN,2016-01-03,40.757233,"{u'type': u'Point', u'coordinates': [-73.976047, 40.757233]}",-73.976047,0,0
196,MANHATTAN,2016-01-03,40.7546776,"{u'type': u'Point', u'coordinates': [-73.9758061, 40.7546776]}",-73.9758061,0,0
197,MANHATTAN,2016-01-03,40.7206286,"{u'type': u'Point', u'coordinates': [-74.0052093, 40.7206286]}",-74.0052093,0,0
198,MANHATTAN,2016-01-03,40.7360047,"{u'type': u'Point', u'coordinates': [-73.9936167, 40.7360047]}",-73.9936167,0,0
199,MANHATTAN,2016-01-03,40.7566543,"{u'type': u'Point', u'coordinates': [-73.9785667, 40.7566543]}",-73.9785667,0,0
200,MANHATTAN,2016-01-03,40.7440085,"{u'type': u'Point', u'coordinates': [-73.9994226, 40.7440085]}",-73.9994226,1,0
201,MANHATTAN,2016-01-03,40.7216223,"{u'type': u'Point', u'coordinates': [-74.0022079, 40.7216223]}",-74.0022079,1,0
202,MANHATTAN,2016-01-03,40.7083897,"{u'type': u'Point', u'coordinates': [-74.0048152, 40.7083897]}",-74.0048152,0,0
