,borough,date,latitude,location,longitude,number_of_persons_injured
0,MANHATTAN,2016-01-01,40.8609571,"{u'type': u'Point', u'coordinates': [-73.9265034, 40.8609571]}",-73.9265034,1
1,MANHATTAN,2016-01-01,40.7230221,"{u'type': u'Point', u'coordinates': [-73.9988131, 40.7230221]}",-73.9988131,1
2,MANHATTAN,2016-01-01,40.7256734,"{u'type': u'Point', u'coordinates': [-74.0057798, 40.7256734]}",-74.0057798,2
3,MANHATTAN,2016-01-01,40.7218863,"{u'type': u'Point', u'coordinates': [-73.9773477, 40.7218863]}",-73.9773477,1
4,MANHATTAN,2016-01-01,40.8133899,"{u'type': u'Point', u'coordinates': [-73.9562587, 40.8133899]}",-73.9562587,1
5,MANHATTAN,2016-01-01,40.7313217,"{u'type': u'Point', u'coordinates': [-73.9886127, 40.7313217]}",-73.9886127,1
6,MANHATTAN,2016-01-01,40.7992577,"{u'type': u'Point', u'coordinates': [-73.9390504, 40.7992577]}",-73.9390504,2
7,MANHATTAN,2016-01-01,40.7438808,"{u'type': u'Point', u'coordinates': [-73.9815589, 40.7438808]}",-73.9815589,1
8,MANHATTAN,2016-01-01,40.8088424,"{u'type': u'Point', u'coordinates': [-73.9658127, 40.8088424]}",-73.9658127,2
9,MANHATTAN,2016-01-01,40.7788219,"{u'type': u'Point', u'coordinates': [-73.953985, 40.7788219]}",-73.953985,1
10,MANHATTAN,2016-01-01,40.7921853,"{u'type': u'Point', u'coordinates': [-73.968017, 40.7921853]}",-73.968017,1
11,MANHATTAN,2016-01-01,40.738171,"{u'type': u'Point', u'coordinates': [-73.9776019, 40.738171]}",-73.9776019,2
12,MANHATTAN,2016-01-01,40.8031164,"{u'type': u'Point', u'coordinates': [-73.9563196, 40.8031164]}",-73.9563196,1
13,MANHATTAN,2016-01-01,40.8102764,"{u'type': u'Point', u'coordinates': [-73.9473705, 40.8102764]}",-73.9473705,2
14,MANHATTAN,2016-01-01,40.738505,"{u'type': u'Point', u'coordinates': [-73.9917978, 40.738505]}",-73.9917978,1
15,MANHATTAN,2016-01-01,40.8050573,"{u'type': u'Point', u'coordinates': [-73.9390342, 40.8050573]}",-73.9390342,1
16,MANHATTAN,2016-01-02,40.7241363,"{u'type': u'Point', u'coordinates': [-73.9926041, 40.7241363]}",-73.9926041,1
17,MANHATTAN,2016-01-02,40.7226976,"{u'type': u'Point', u'coordinates': [-73.9878638, 40.7226976]}",-73.9878638,1
18,MANHATTAN,2016-01-02,40.8005073,"{u'type': u'Point', u'coordinates': [-73.9679733, 40.8005073]}",-73.9679733,4
19,MANHATTAN,2016-01-02,40.8013526,"{u'type': u'Point', u'coordinates': [-73.9678754, 40.8013526]}",-73.9678754,1
20,MANHATTAN,2016-01-02,40.7358679,"{u'type': u'Point', u'coordinates': [-73.976365, 40.7358679]}",-73.976365,1
21,MANHATTAN,2016-01-03,40.7647362,"{u'type': u'Point', u'coordinates': [-73.988033, 40.7647362]}",-73.988033,1
22,MANHATTAN,2016-01-03,40.7485017,"{u'type': u'Point', u'coordinates': [-73.974971, 40.7485017]}",-73.974971,1
23,MANHATTAN,2016-01-03,40.7216223,"{u'type': u'Point', u'coordinates': [-74.0022079, 40.7216223]}",-74.0022079,1
24,MANHATTAN,2016-01-03,40.7263974,"{u'type': u'Point', u'coordinates': [-73.9861638, 40.7263974]}",-73.9861638,1
25,MANHATTAN,2016-01-03,40.7373303,"{u'type': u'Point', u'coordinates': [-73.9926531, 40.7373303]}",-73.9926531,1
26,MANHATTAN,2016-01-03,40.7820225,"{u'type': u'Point', u'coordinates': [-73.9717231, 40.7820225]}",-73.9717231,3
27,MANHATTAN,2016-01-03,40.7999787,"{u'type': u'Point', u'coordinates': [-73.9427338, 40.7999787]}",-73.9427338,1
28,MANHATTAN,2016-01-03,40.7440085,"{u'type': u'Point', u'coordinates': [-73.9994226, 40.7440085]}",-73.9994226,1
29,MANHATTAN,2016-01-03,40.7831606,"{u'type': u'Point', u'coordinates': [-73.9804719, 40.7831606]}",-73.9804719,1
30,MANHATTAN,2016-01-03,40.7986267,"{u'type': u'Point', u'coordinates': [-73.9395205, 40.7986267]}",-73.9395205,1
31,MANHATTAN,2016-01-03,40.8327659,"{u'type': u'Point', u'coordinates': [-73.9458242, 40.8327659]}",-73.9458242,1
32,MANHATTAN,2016-01-04,40.794651,"{u'type': u'Point', u'coordinates': [-73.9717827, 40.794651]}",-73.9717827,1
33,MANHATTAN,2016-01-04,40.7707422,"{u'type': u'Point', u'coordinates': [-73.9945485, 40.7707422]}",-73.9945485,2
34,MANHATTAN,2016-01-04,40.7200441,"{u'type': u'Point', u'coordinates': [-73.999062, 40.7200441]}",-73.999062,1
35,MANHATTAN,2016-01-04,40.7548762,"{u'type': u'Point', u'coordinates': [-73.9685222, 40.7548762]}",-73.9685222,1
36,MANHATTAN,2016-01-04,40.7190477,"{u'type': u'Point', u'coordinates': [-73.9964791, 40.7190477]}",-73.9964791,1
37,MANHATTAN,2016-01-04,40.7240541,"{u'type': u'Point', u'coordinates': [-74.0043798, 40.7240541]}",-74.0043798,1
38,MANHATTAN,2016-01-04,40.7490533,"{u'type': u'Point', u'coordinates': [-73.9957485, 40.7490533]}",-73.9957485,1
39,MANHATTAN,2016-01-04,40.7552921,"{u'type': u'Point', u'coordinates': [-73.9949215, 40.7552921]}",-73.9949215,1
40,MANHATTAN,2016-01-04,40.7422352,"{u'type': u'Point', u'coordinates': [-73.9932914, 40.7422352]}",-73.9932914,1
41,MANHATTAN,2016-01-04,40.7578587,"{u'type': u'Point', u'coordinates': [-73.975592, 40.7578587]}",-73.975592,1
42,MANHATTAN,2016-01-04,40.8106857,"{u'type': u'Point', u'coordinates': [-73.954512, 40.8106857]}",-73.954512,1
43,MANHATTAN,2016-01-04,40.8163191,"{u'type': u'Point', u'coordinates': [-73.9578319, 40.8163191]}",-73.9578319,1
44,MANHATTAN,2016-01-04,40.7655459,"{u'type': u'Point', u'coordinates': [-73.9547017, 40.7655459]}",-73.9547017,3
45,MANHATTAN,2016-01-04,40.7551305,"{u'type': u'Point', u'coordinates': [-73.9652411, 40.7551305]}",-73.9652411,1
46,MANHATTAN,2016-01-04,40.779493,"{u'type': u'Point', u'coordinates': [-73.9577, 40.779493]}",-73.9577,1
47,MANHATTAN,2016-01-05,40.7831606,"{u'type': u'Point', u'coordinates': [-73.9804719, 40.7831606]}",-73.9804719,1
48,MANHATTAN,2016-01-05,40.7820551,"{u'type': u'Point', u'coordinates': [-73.9537191, 40.7820551]}",-73.9537191,1
49,MANHATTAN,2016-01-05,40.7665589,"{u'type': u'Point', u'coordinates': [-73.9629283, 40.7665589]}",-73.9629283,1
50,MANHATTAN,2016-01-05,40.7167087,"{u'type': u'Point', u'coordinates': [-73.9891563, 40.7167087]}",-73.9891563,1
51,MANHATTAN,2016-01-05,40.7332131,"{u'type': u'Point', u'coordinates': [-73.9911129, 40.7332131]}",-73.9911129,2
52,MANHATTAN,2016-01-05,40.7428393,"{u'type': u'Point', u'coordinates': [-74.0002743, 40.7428393]}",-74.0002743,1
53,MANHATTAN,2016-01-05,40.8114771,"{u'type': u'Point', u'coordinates': [-73.9502162, 40.8114771]}",-73.9502162,1
54,MANHATTAN,2016-01-05,40.800664,"{u'type': u'Point', u'coordinates': [-73.9464607, 40.800664]}",-73.9464607,1
55,MANHATTAN,2016-01-05,40.8238869,"{u'type': u'Point', u'coordinates': [-73.9523062, 40.8238869]}",-73.9523062,1
56,MANHATTAN,2016-01-05,40.8455412,"{u'type': u'Point', u'coordinates': [-73.9327696, 40.8455412]}",-73.9327696,1
57,MANHATTAN,2016-01-06,40.7954563,"{u'type': u'Point', u'coordinates': [-73.9656282, 40.7954563]}",-73.9656282,1
58,MANHATTAN,2016-01-06,40.8543089,"{u'type': u'Point', u'coordinates': [-73.9300822, 40.8543089]}",-73.9300822,1
59,MANHATTAN,2016-01-06,40.7080824,"{u'type': u'Point', u'coordinates': [-74.0034013, 40.7080824]}",-74.0034013,2
60,MANHATTAN,2016-01-06,40.7217265,"{u'type': u'Point', u'coordinates': [-74.0053068, 40.7217265]}",-74.0053068,1
61,MANHATTAN,2016-01-06,40.7241363,"{u'type': u'Point', u'coordinates': [-73.9926041, 40.7241363]}",-73.9926041,2
62,MANHATTAN,2016-01-06,40.7349628,"{u'type': u'Point', u'coordinates': [-73.9797897, 40.7349628]}",-73.9797897,1
63,MANHATTAN,2016-01-06,40.7463915,"{u'type': u'Point', u'coordinates': [-73.9776353, 40.7463915]}",-73.9776353,1
64,MANHATTAN,2016-01-06,40.7711065,"{u'type': u'Point', u'coordinates': [-73.9617091, 40.7711065]}",-73.9617091,1
65,MANHATTAN,2016-01-06,40.7941774,"{u'type': u'Point', u'coordinates': [-73.944866, 40.7941774]}",-73.944866,1
66,MANHATTAN,2016-01-06,40.7963582,"{u'type': u'Point', u'coordinates': [-73.9322017, 40.7963582]}",-73.9322017,1
67,MANHATTAN,2016-01-06,40.8020766,"{u'type': u'Point', u'coordinates': [-73.9340633, 40.8020766]}",-73.9340633,3
68,MANHATTAN,2016-01-06,40.8101738,"{u'type': u'Point', u'coordinates': [-73.9511673, 40.8101738]}",-73.9511673,1
69,MANHATTAN,2016-01-06,40.7317065,"{u'type': u'Point', u'coordinates': [-74.0009562, 40.7317065]}",-74.0009562,1
70,MANHATTAN,2016-01-06,40.7386864,"{u'type': u'Point', u'coordinates': [-73.9958754, 40.7386864]}",-73.9958754,1
71,MANHATTAN,2016-01-06,40.7927515,"{u'type': u'Point', u'coordinates': [-73.971314, 40.7927515]}",-73.971314,1
72,MANHATTAN,2016-01-07,40.7313511,"{u'type': u'Point', u'coordinates': [-73.9825546, 40.7313511]}",-73.9825546,1
73,MANHATTAN,2016-01-07,40.7553738,"{u'type': u'Point', u'coordinates': [-73.9874463, 40.7553738]}",-73.9874463,1
74,MANHATTAN,2016-01-07,40.7514385,"{u'type': u'Point', u'coordinates': [-73.9976793, 40.7514385]}",-73.9976793,1
75,MANHATTAN,2016-01-07,40.7717807,"{u'type': u'Point', u'coordinates': [-73.9791936, 40.7717807]}",-73.9791936,4
76,MANHATTAN,2016-01-07,40.7954056,"{u'type': u'Point', u'coordinates': [-73.9418746, 40.7954056]}",-73.9418746,1
77,MANHATTAN,2016-01-07,40.7780145,"{u'type': u'Point', u'coordinates': [-73.9821163, 40.7780145]}",-73.9821163,1
78,MANHATTAN,2016-01-07,40.7265271,"{u'type': u'Point', u'coordinates': [-73.9958437, 40.7265271]}",-73.9958437,1
79,MANHATTAN,2016-01-07,40.7921286,"{u'type': u'Point', u'coordinates': [-73.971773, 40.7921286]}",-73.971773,1
80,MANHATTAN,2016-01-07,40.8509074,"{u'type': u'Point', u'coordinates': [-73.9382837, 40.8509074]}",-73.9382837,1
81,MANHATTAN,2016-01-07,40.8008299,"{u'type': u'Point', u'coordinates': [-73.9379256, 40.8008299]}",-73.9379256,1
82,MANHATTAN,2016-01-07,40.7296285,"{u'type': u'Point', u'coordinates': [-74.0083996, 40.7296285]}",-74.0083996,1
83,MANHATTAN,2016-01-07,40.7177239,"{u'type': u'Point', u'coordinates': [-73.9857652, 40.7177239]}",-73.9857652,1
84,MANHATTAN,2016-01-07,40.7301223,"{u'type': u'Point', u'coordinates': [-73.989468, 40.7301223]}",-73.989468,1
85,MANHATTAN,2016-01-08,40.7311273,"{u'type': u'Point', u'coordinates': [-74.0042251, 40.7311273]}",-74.0042251,1
86,MANHATTAN,2016-01-08,40.7967631,"{u'type': u'Point', u'coordinates': [-73.945095, 40.7967631]}",-73.945095,1
87,MANHATTAN,2016-01-08,40.7880564,"{u'type': u'Point', u'coordinates': [-73.9443222, 40.7880564]}",-73.9443222,1
88,MANHATTAN,2016-01-08,40.762065,"{u'type': u'Point', u'coordinates': [-73.9836295, 40.762065]}",-73.9836295,1
89,MANHATTAN,2016-01-08,40.7679171,"{u'type': u'Point', u'coordinates': [-73.9857147, 40.7679171]}",-73.9857147,1
90,MANHATTAN,2016-01-08,40.7488862,"{u'type': u'Point', u'coordinates': [-73.9758407, 40.7488862]}",-73.9758407,1
91,MANHATTAN,2016-01-08,40.7353704,"{u'type': u'Point', u'coordinates': [-73.9899687, 40.7353704]}",-73.9899687,1
92,MANHATTAN,2016-01-08,40.7602226,"{u'type': u'Point', u'coordinates': [-73.967462, 40.7602226]}",-73.967462,1
93,MANHATTAN,2016-01-08,40.7954563,"{u'type': u'Point', u'coordinates': [-73.9656282, 40.7954563]}",-73.9656282,1
94,MANHATTAN,2016-01-08,40.8101754,"{u'type': u'Point', u'coordinates': [-73.9374076, 40.8101754]}",-73.9374076,1
95,MANHATTAN,2016-01-08,40.8070974,"{u'type': u'Point', u'coordinates': [-73.9459787, 40.8070974]}",-73.9459787,1
96,MANHATTAN,2016-01-08,40.8070974,"{u'type': u'Point', u'coordinates': [-73.9459787, 40.8070974]}",-73.9459787,2
97,MANHATTAN,2016-01-08,40.7517013,"{u'type': u'Point', u'coordinates': [-73.9864003, 40.7517013]}",-73.9864003,1
98,MANHATTAN,2016-01-08,40.7798072,"{u'type': u'Point', u'coordinates': [-73.9844773, 40.7798072]}",-73.9844773,1
99,MANHATTAN,2016-01-08,40.7509033,"{u'type': u'Point', u'coordinates': [-73.9981196, 40.7509033]}",-73.9981196,1
100,MANHATTAN,2016-01-09,40.7152095,"{u'type': u'Point', u'coordinates': [-73.9842579, 40.7152095]}",-73.9842579,1
101,MANHATTAN,2016-01-09,40.7248628,"{u'type': u'Point', u'coordinates': [-73.9844035, 40.7248628]}",-73.9844035,1
102,MANHATTAN,2016-01-09,40.7448893,"{u'type': u'Point', u'coordinates': [-73.9913423, 40.7448893]}",-73.9913423,1
103,MANHATTAN,2016-01-09,40.7521198,"{u'type': u'Point', u'coordinates': [-73.9776766, 40.7521198]}",-73.9776766,1
104,MANHATTAN,2016-01-09,40.7560314,"{u'type': u'Point', u'coordinates': [-73.9790253, 40.7560314]}",-73.9790253,1
105,MANHATTAN,2016-01-09,40.759308,"{u'type': u'Point', u'coordinates': [-73.9652931, 40.759308]}",-73.9652931,1
106,MANHATTAN,2016-01-09,40.8089731,"{u'type': u'Point', u'coordinates': [-73.9483252, 40.8089731]}",-73.9483252,1
107,MANHATTAN,2016-01-09,40.8670152,"{u'type': u'Point', u'coordinates': [-73.9231089, 40.8670152]}",-73.9231089,2
108,MANHATTAN,2016-01-09,40.74478,"{u'type': u'Point', u'coordinates': [-73.9758819, 40.74478]}",-73.9758819,1
109,MANHATTAN,2016-01-09,40.8153057,"{u'type': u'Point', u'coordinates': [-73.9436997, 40.8153057]}",-73.9436997,2
110,MANHATTAN,2016-01-09,40.7576386,"{u'type': u'Point', u'coordinates': [-73.9634098, 40.7576386]}",-73.9634098,1
111,MANHATTAN,2016-01-09,40.7548409,"{u'type': u'Point', u'coordinates': [-73.9841185, 40.7548409]}",-73.9841185,1
112,MANHATTAN,2016-01-09,40.7612344,"{u'type': u'Point', u'coordinates': [-73.9638843, 40.7612344]}",-73.9638843,1
113,MANHATTAN,2016-01-09,40.7986151,"{u'type': u'Point', u'coordinates': [-73.9437427, 40.7986151]}",-73.9437427,1
114,MANHATTAN,2016-01-09,40.7959573,"{u'type': u'Point', u'coordinates': [-73.9708287, 40.7959573]}",-73.9708287,1
115,MANHATTAN,2016-01-09,40.805838,"{u'type': u'Point', u'coordinates': [-73.9469009, 40.805838]}",-73.9469009,1
116,MANHATTAN,2016-01-09,40.7313511,"{u'type': u'Point', u'coordinates': [-73.9825546, 40.7313511]}",-73.9825546,1
117,MANHATTAN,2016-01-09,40.7199351,"{u'type': u'Point', u'coordinates': [-73.9787516, 40.7199351]}",-73.9787516,2
118,MANHATTAN,2016-01-09,40.7197501,"{u'type': u'Point', u'coordinates': [-73.9921609, 40.7197501]}",-73.9921609,1
119,MANHATTAN,2016-01-10,40.7074505,"{u'type': u'Point', u'coordinates': [-74.0119459, 40.7074505]}",-74.0119459,1
120,MANHATTAN,2016-01-10,40.8050324,"{u'type': u'Point', u'coordinates': [-73.9568204, 40.8050324]}",-73.9568204,1
121,MANHATTAN,2016-01-10,40.7385503,"{u'type': u'Point', u'coordinates': [-73.9804201, 40.7385503]}",-73.9804201,1
122,MANHATTAN,2016-01-10,40.7447026,"{u'type': u'Point', u'coordinates': [-74.0083473, 40.7447026]}",-74.0083473,1
123,MANHATTAN,2016-01-10,40.8133899,"{u'type': u'Point', u'coordinates': [-73.9562587, 40.8133899]}",-73.9562587,1
124,MANHATTAN,2016-01-10,40.773642,"{u'type': u'Point', u'coordinates': [-73.9598555, 40.773642]}",-73.9598555,1
125,MANHATTAN,2016-01-10,40.7541306,"{u'type': u'Point', u'coordinates': [-73.9883345, 40.7541306]}",-73.9883345,1
126,MANHATTAN,2016-01-11,40.8429166,"{u'type': u'Point', u'coordinates': [-73.9365889, 40.8429166]}",-73.9365889,1
127,MANHATTAN,2016-01-11,40.7640562,"{u'type': u'Point', u'coordinates': [-73.9647563, 40.7640562]}",-73.9647563,1
128,MANHATTAN,2016-01-11,40.7634806,"{u'type': u'Point', u'coordinates': [-73.9672727, 40.7634806]}",-73.9672727,1
129,MANHATTAN,2016-01-11,40.7690047,"{u'type': u'Point', u'coordinates': [-73.99235, 40.7690047]}",-73.99235,1
130,MANHATTAN,2016-01-11,40.7738755,"{u'type': u'Point', u'coordinates': [-73.9822257, 40.7738755]}",-73.9822257,1
131,MANHATTAN,2016-01-11,40.7607762,"{u'type': u'Point', u'coordinates': [-74.0021839, 40.7607762]}",-74.0021839,1
132,MANHATTAN,2016-01-11,40.7215948,"{u'type': u'Point', u'coordinates': [-73.9747647, 40.7215948]}",-73.9747647,1
133,MANHATTAN,2016-01-11,40.73539,"{u'type': u'Point', u'coordinates': [-73.9982752, 40.73539]}",-73.9982752,1
134,MANHATTAN,2016-01-11,40.7101656,"{u'type': u'Point', u'coordinates': [-74.0042527, 40.7101656]}",-74.0042527,1
135,MANHATTAN,2016-01-11,40.766868,"{u'type': u'Point', u'coordinates': [-73.9597766, 40.766868]}",-73.9597766,1
136,MANHATTAN,2016-01-11,40.8308918,"{u'type': u'Point', u'coordinates': [-73.9413666, 40.8308918]}",-73.9413666,1
137,MANHATTAN,2016-01-11,40.8015285,"{u'type': u'Point', u'coordinates': [-73.952557, 40.8015285]}",-73.952557,1
138,MANHATTAN,2016-01-11,40.8626053,"{u'type': u'Point', u'coordinates': [-73.9202761, 40.8626053]}",-73.9202761,2
139,MANHATTAN,2016-01-11,40.7697502,"{u'type': u'Point', u'coordinates': [-73.9606016, 40.7697502]}",-73.9606016,1
140,MANHATTAN,2016-01-11,40.7483655,"{u'type': u'Point', u'coordinates': [-73.9804027, 40.7483655]}",-73.9804027,1
141,MANHATTAN,2016-01-11,40.7269334,"{u'type': u'Point', u'coordinates': [-73.999917, 40.7269334]}",-73.999917,1
142,MANHATTAN,2016-01-12,40.7521904,"{u'type': u'Point', u'coordinates': [-73.9934636, 40.7521904]}",-73.9934636,1
143,MANHATTAN,2016-01-12,40.7175491,"{u'type': u'Point', u'coordinates': [-73.999311, 40.7175491]}",-73.999311,1
144,MANHATTAN,2016-01-12,40.7138434,"{u'type': u'Point', u'coordinates': [-73.9927243, 40.7138434]}",-73.9927243,1
145,MANHATTAN,2016-01-12,40.7246935,"{u'type': u'Point', u'coordinates': [-73.9941806, 40.7246935]}",-73.9941806,1
146,MANHATTAN,2016-01-12,40.7551165,"{u'type': u'Point', u'coordinates': [-74.0024725, 40.7551165]}",-74.0024725,1
147,MANHATTAN,2016-01-12,40.7429104,"{u'type': u'Point', u'coordinates': [-73.9928041, 40.7429104]}",-73.9928041,1
148,MANHATTAN,2016-01-12,40.7360047,"{u'type': u'Point', u'coordinates': [-73.9936167, 40.7360047]}",-73.9936167,1
149,MANHATTAN,2016-01-12,40.7367906,"{u'type': u'Point', u'coordinates': [-73.9784973, 40.7367906]}",-73.9784973,1
150,MANHATTAN,2016-01-12,40.7516577,"{u'type': u'Point', u'coordinates': [-73.9901323, 40.7516577]}",-73.9901323,1
151,MANHATTAN,2016-01-12,40.7646819,"{u'type': u'Point', u'coordinates': [-73.9642975, 40.7646819]}",-73.9642975,2
152,MANHATTAN,2016-01-12,40.7831465,"{u'type': u'Point', u'coordinates': [-73.978327, 40.7831465]}",-73.978327,1
153,MANHATTAN,2016-01-12,40.7748523,"{u'type': u'Point', u'coordinates': [-73.9806585, 40.7748523]}",-73.9806585,1
154,MANHATTAN,2016-01-12,40.7979463,"{u'type': u'Point', u'coordinates': [-73.9400231, 40.7979463]}",-73.9400231,1
155,MANHATTAN,2016-01-12,40.8353596,"{u'type': u'Point', u'coordinates': [-73.9402171, 40.8353596]}",-73.9402171,1
156,MANHATTAN,2016-01-12,40.7146695,"{u'type': u'Point', u'coordinates': [-73.9911334, 40.7146695]}",-73.9911334,1
157,MANHATTAN,2016-01-12,40.7559096,"{u'type': u'Point', u'coordinates': [-73.9944667, 40.7559096]}",-73.9944667,1
158,MANHATTAN,2016-01-12,40.7779294,"{u'type': u'Point', u'coordinates': [-73.9820802, 40.7779294]}",-73.9820802,1
159,MANHATTAN,2016-01-12,40.7130769,"{u'type': u'Point', u'coordinates': [-73.9850591, 40.7130769]}",-73.9850591,1
160,MANHATTAN,2016-01-12,40.7535538,"{u'type': u'Point', u'coordinates': [-73.9850428, 40.7535538]}",-73.9850428,2
161,MANHATTAN,2016-01-13,40.7545048,"{u'type': u'Point', u'coordinates': [-73.9656962, 40.7545048]}",-73.9656962,1
162,MANHATTAN,2016-01-13,40.7591644,"{u'type': u'Point', u'coordinates': [-73.9883913, 40.7591644]}",-73.9883913,1
163,MANHATTAN,2016-01-13,40.7788056,"{u'type': u'Point', u'coordinates': [-73.9479659, 40.7788056]}",-73.9479659,1
164,MANHATTAN,2016-01-13,40.7389026,"{u'type': u'Point', u'coordinates': [-73.9873015, 40.7389026]}",-73.9873015,1
165,MANHATTAN,2016-01-13,40.7831465,"{u'type': u'Point', u'coordinates': [-73.978327, 40.7831465]}",-73.978327,1
166,MANHATTAN,2016-01-13,40.783844,"{u'type': u'Point', u'coordinates': [-73.9799879, 40.783844]}",-73.9799879,1
167,MANHATTAN,2016-01-13,40.7098381,"{u'type': u'Point', u'coordinates': [-74.0148211, 40.7098381]}",-74.0148211,1
168,MANHATTAN,2016-01-13,40.72084,"{u'type': u'Point', u'coordinates': [-74.0006602, 40.72084]}",-74.0006602,1
169,MANHATTAN,2016-01-13,40.740023,"{u'type': u'Point', u'coordinates': [-74.0052902, 40.740023]}",-74.0052902,1
170,MANHATTAN,2016-01-13,40.7902945,"{u'type': u'Point', u'coordinates': [-73.9693903, 40.7902945]}",-73.9693903,1
171,MANHATTAN,2016-01-13,40.7136184,"{u'type': u'Point', u'coordinates': [-74.0067527, 40.7136184]}",-74.0067527,1
172,MANHATTAN,2016-01-13,40.794651,"{u'type': u'Point', u'coordinates': [-73.9717827, 40.794651]}",-73.9717827,1
173,MANHATTAN,2016-01-13,40.8646639,"{u'type': u'Point', u'coordinates': [-73.928889, 40.8646639]}",-73.928889,2
174,MANHATTAN,2016-01-13,40.7391678,"{u'type': u'Point', u'coordinates': [-73.9799688, 40.7391678]}",-73.9799688,1
175,MANHATTAN,2016-01-13,40.7416232,"{u'type': u'Point', u'coordinates': [-73.9937353, 40.7416232]}",-73.9937353,1
176,MANHATTAN,2016-01-13,40.8133899,"{u'type': u'Point', u'coordinates': [-73.9562587, 40.8133899]}",-73.9562587,1
177,MANHATTAN,2016-01-13,40.7521904,"{u'type': u'Point', u'coordinates': [-73.9934636, 40.7521904]}",-73.9934636,1
178,MANHATTAN,2016-01-14,40.7646844,"{u'type': u'Point', u'coordinates': [-73.9917874, 40.7646844]}",-73.9917874,1
179,MANHATTAN,2016-01-14,40.7242734,"{u'type': u'Point', u'coordinates': [-73.9908182, 40.7242734]}",-73.9908182,1
180,MANHATTAN,2016-01-14,40.7239136,"{u'type': u'Point', u'coordinates': [-73.9879718, 40.7239136]}",-73.9879718,1
181,MANHATTAN,2016-01-14,40.7429104,"{u'type': u'Point', u'coordinates': [-73.9928041, 40.7429104]}",-73.9928041,1
182,MANHATTAN,2016-01-14,40.7466186,"{u'type': u'Point', u'coordinates': [-73.9938142, 40.7466186]}",-73.9938142,1
183,MANHATTAN,2016-01-14,40.7622265,"{u'type': u'Point', u'coordinates': [-73.9681866, 40.7622265]}",-73.9681866,1
184,MANHATTAN,2016-01-14,40.7532425,"{u'type': u'Point', u'coordinates': [-73.9666173, 40.7532425]}",-73.9666173,1
185,MANHATTAN,2016-01-14,40.7940523,"{u'type': u'Point', u'coordinates': [-73.9703673, 40.7940523]}",-73.9703673,1
186,MANHATTAN,2016-01-14,40.8064149,"{u'type': u'Point', u'coordinates': [-73.9422623, 40.8064149]}",-73.9422623,1
187,MANHATTAN,2016-01-14,40.8024892,"{u'type': u'Point', u'coordinates': [-73.9308951, 40.8024892]}",-73.9308951,1
188,MANHATTAN,2016-01-14,40.7988329,"{u'type': u'Point', u'coordinates': [-73.9520171, 40.7988329]}",-73.9520171,3
189,MANHATTAN,2016-01-14,40.7551305,"{u'type': u'Point', u'coordinates': [-73.9652411, 40.7551305]}",-73.9652411,1
190,MANHATTAN,2016-01-14,40.7625822,"{u'type': u'Point', u'coordinates': [-74.0003863, 40.7625822]}",-74.0003863,1
191,MANHATTAN,2016-01-14,40.7647355,"{u'type': u'Point', u'coordinates': [-73.9822173, 40.7647355]}",-73.9822173,1
192,MANHATTAN,2016-01-14,40.7992856,"{u'type': u'Point', u'coordinates': [-73.9453602, 40.7992856]}",-73.9453602,1
193,MANHATTAN,2016-01-14,40.8684732,"{u'type': u'Point', u'coordinates': [-73.9240365, 40.8684732]}",-73.9240365,1
194,MANHATTAN,2016-01-15,40.7656758,"{u'type': u'Point', u'coordinates': [-73.9762353, 40.7656758]}",-73.9762353,1
195,MANHATTAN,2016-01-15,40.7999853,"{u'type': u'Point', u'coordinates': [-73.9448468, 40.7999853]}",-73.9448468,1
196,MANHATTAN,2016-01-15,40.7648422,"{u'type': u'Point', u'coordinates': [-73.9805279, 40.7648422]}",-73.9805279,1
197,MANHATTAN,2016-01-15,40.827251,"{u'type': u'Point', u'coordinates': [-73.9386923, 40.827251]}",-73.9386923,1
198,MANHATTAN,2016-01-15,40.84468,"{u'type': u'Point', u'coordinates': [-73.9388533, 40.84468]}",-73.9388533,1
199,MANHATTAN,2016-01-15,40.8264277,"{u'type': u'Point', u'coordinates': [-73.9504508, 40.8264277]}",-73.9504508,1
200,MANHATTAN,2016-01-15,40.8660261,"{u'type': u'Point', u'coordinates': [-73.9258723, 40.8660261]}",-73.9258723,1
201,MANHATTAN,2016-01-15,40.7370498,"{u'type': u'Point', u'coordinates': [-73.9865332, 40.7370498]}",-73.9865332,1
202,MANHATTAN,2016-01-15,40.7158555,"{u'type': u'Point', u'coordinates': [-73.9949534, 40.7158555]}",-73.9949534,1
203,MANHATTAN,2016-01-15,40.7140518,"{u'type': u'Point', u'coordinates': [-73.9901992, 40.7140518]}",-73.9901992,1
204,MANHATTAN,2016-01-15,40.707341,"{u'type': u'Point', u'coordinates': [-74.0086456, 40.707341]}",-74.0086456,1
205,MANHATTAN,2016-01-15,40.7954056,"{u'type': u'Point', u'coordinates': [-73.9418746, 40.7954056]}",-73.9418746,1
206,MANHATTAN,2016-01-15,40.7352933,"{u'type': u'Point', u'coordinates': [-73.9878182, 40.7352933]}",-73.9878182,1
207,MANHATTAN,2016-01-15,40.7484375,"{u'type': u'Point', u'coordinates': [-73.9845604, 40.7484375]}",-73.9845604,1
208,MANHATTAN,2016-01-15,40.7742266,"{u'type': u'Point', u'coordinates': [-73.9811136, 40.7742266]}",-73.9811136,1
