,borough,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,cross_street_name,date,latitude,location,longitude,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_persons_injured,number_of_persons_killed,off_street_name,on_street_name,time,unique_key,vehicle_type_code1,vehicle_type_code2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5,zip_code
0,MANHATTAN,Following Too Closely,Unspecified,,,,250       WEST 125 STREET               ,2017-10-01,40.809574,"{u'type': u'Point', u'coordinates': [-73.949776, 40.809574]}",-73.949776,0,0,0,0,0,0,0,0,,,19:30,3768453,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10027
1,MANHATTAN,Following Too Closely,Driver Inattention/Distraction,,,,,2017-10-01,40.723648,"{u'type': u'Point', u'coordinates': [-73.99103, 40.723648]}",-73.99103,0,0,0,0,0,0,0,0,CHRYSTIE STREET,EAST HOUSTON STREET             ,7:50,3768418,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10002
2,MANHATTAN,Unspecified,Unspecified,,,,,2017-10-01,40.806915,"{u'type': u'Point', u'coordinates': [-73.93557, 40.806915]}",-73.93557,0,0,0,0,0,0,0,0,EAST 129 STREET,LEXINGTON AVENUE                ,7:10,3768032,SPORT UTILITY / STATION WAGON,,,,,10035
3,MANHATTAN,Obstruction/Debris,,,,,,2017-10-01,40.827057,"{u'type': u'Point', u'coordinates': [-73.95202, 40.827056999999996]}",-73.95202,1,0,0,0,0,0,1,0,RIVERSIDE DRIVE,WEST 145 STREET                 ,14:20,3766524,BICYCLE,,,,,10031
4,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-10-01,40.863792,"{u'type': u'Point', u'coordinates': [-73.91942, 40.863792]}",-73.91942,0,0,0,0,0,0,0,0,WEST 206 STREET,10 AVENUE                       ,4:17,3766133,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10034
5,MANHATTAN,Driver Inattention/Distraction,,,,,,2017-10-01,40.7224,"{u'type': u'Point', u'coordinates': [-73.99165, 40.7224]}",-73.99165,0,0,2,0,0,0,2,0,CHRYSTIE STREET,STANTON STREET                  ,22:00,3765637,PASSENGER VEHICLE,,,,,10002
6,MANHATTAN,Turning Improperly,Unspecified,,,,329       WEST 42 STREET                ,2017-10-01,40.757656,"{u'type': u'Point', u'coordinates': [-73.99079, 40.757656]}",-73.99079,0,0,2,0,0,0,2,0,,,14:05,3765201,PASSENGER VEHICLE,,,,,10036
7,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,,2017-10-01,40.75734,"{u'type': u'Point', u'coordinates': [-73.98602, 40.75734]}",-73.98602,0,0,0,0,0,0,0,0,WEST 44 STREET,7 AVENUE                        ,16:15,3765144,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,10036
8,MANHATTAN,Following Too Closely,Following Too Closely,,,,,2017-10-01,40.72628,"{u'type': u'Point', u'coordinates': [-73.98034, 40.72628]}",-73.98034,1,0,0,0,0,0,1,0,EAST 9 STREET,AVENUE B                        ,12:15,3765043,PASSENGER VEHICLE,BICYCLE,,,,10009
9,MANHATTAN,Unspecified,,,,,,2017-10-01,40.74782,"{u'type': u'Point', u'coordinates': [-73.99665, 40.74782]}",-73.99665,0,0,0,0,0,0,0,0,8 AVENUE,WEST 27 STREET                  ,14:25,3763726,PASSENGER VEHICLE,TAXI,,,,10001
10,MANHATTAN,Unspecified,,,,,,2017-10-01,,,,0,0,0,0,0,0,0,0,WEST 42 STREET,12 AVENUE                       ,17:30,3763719,,,,,,10036
11,MANHATTAN,Passing or Lane Usage Improper,Unspecified,,,,,2017-10-01,,,,0,0,0,0,0,0,0,0,WEST 43 STREET,12 AVENUE                       ,23:40,3763710,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10036
12,MANHATTAN,Unspecified,Unspecified,,,,81        ORCHARD STREET                ,2017-10-01,40.717754,"{u'type': u'Point', u'coordinates': [-73.99044, 40.717754]}",-73.99044,0,0,0,0,0,0,0,0,,,1:30,3763460,PASSENGER VEHICLE,,,,,10002
13,MANHATTAN,Unspecified,,,,,,2017-10-01,40.79423,"{u'type': u'Point', u'coordinates': [-73.94695, 40.79423]}",-73.94695,0,0,0,0,0,0,0,0,EAST 108 STREET,PARK AVENUE                     ,16:00,3763014,PASSENGER VEHICLE,,,,,10029
14,MANHATTAN,Following Too Closely,Backing Unsafely,,,,198       CANAL STREET                  ,2017-10-01,40.716988,"{u'type': u'Point', u'coordinates': [-73.99831, 40.716988]}",-73.99831,0,0,0,0,0,0,0,0,,,13:27,3763000,PASSENGER VEHICLE,,,,,10013
15,MANHATTAN,Unspecified,Unspecified,,,,550       GRAND STREET                  ,2017-10-01,40.714115,"{u'type': u'Point', u'coordinates': [-73.98041, 40.714115]}",-73.98041,0,0,0,0,0,0,0,0,,,5:00,3762970,PASSENGER VEHICLE,,,,,10002
16,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,,2017-10-01,40.718018,"{u'type': u'Point', u'coordinates': [-73.99996, 40.718018]}",-73.99996,0,0,0,0,0,0,0,0,CANAL STREET,CENTRE STREET                   ,23:05,3762873,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10013
17,MANHATTAN,Unsafe Lane Changing,Unspecified,,,,25        CENTRAL PARK WEST             ,2017-10-01,40.770145,"{u'type': u'Point', u'coordinates': [-73.98041, 40.770145]}",-73.98041,0,0,0,0,0,0,0,0,,,14:15,3762872,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10023
18,MANHATTAN,Turning Improperly,Unspecified,,,,170       central park west             ,2017-10-01,,,,0,0,0,0,0,0,0,0,,,11:30,3762871,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10024
19,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-10-01,40.715046,"{u'type': u'Point', u'coordinates': [-73.992386, 40.715046]}",-73.992386,0,0,0,0,0,0,0,0,CANAL STREET,ALLEN STREET                    ,14:50,3762866,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,10002
20,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,,2017-10-01,40.71918,"{u'type': u'Point', u'coordinates': [-73.99029, 40.71918]}",-73.99029,0,0,0,0,0,0,0,0,ALLEN STREET,DELANCEY STREET                 ,20:00,3762850,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,10002
21,MANHATTAN,Unspecified,,,,,,2017-10-01,40.74822,"{u'type': u'Point', u'coordinates': [-74.007484, 40.74822]}",-74.007484,0,0,0,0,0,0,0,0,WEST 22 STREET,11 AVENUE                       ,22:38,3762573,SPORT UTILITY / STATION WAGON,,,,,10011
22,MANHATTAN,Oversized Vehicle,Unspecified,,,,,2017-10-01,40.757065,"{u'type': u'Point', u'coordinates': [-74.00106, 40.757065]}",-74.00106,0,0,0,0,0,0,0,0,WEST 36 STREET,11 AVENUE                       ,17:48,3762571,PICK-UP TRUCK,,,,,10018
23,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,117       AVENUE OF THE AMERICAS        ,2017-10-01,40.723804,"{u'type': u'Point', u'coordinates': [-74.00474, 40.723804]}",-74.00474,0,0,0,0,0,0,0,0,,,14:45,3762403,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,10013
24,MANHATTAN,Unspecified,Unspecified,,,,,2017-10-01,40.722324,"{u'type': u'Point', u'coordinates': [-74.01178, 40.722324]}",-74.01178,0,0,0,0,0,0,0,0,LAIGHT STREET,WEST STREET                     ,4:25,3762402,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10013
25,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,,2017-10-01,40.82326,"{u'type': u'Point', u'coordinates': [-73.95277, 40.82326]}",-73.95277,0,0,0,0,0,0,0,0,BROADWAY,WEST 140 STREET                 ,12:00,3762387,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,10031
26,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-10-01,40.76286,"{u'type': u'Point', u'coordinates': [-73.98941, 40.76286]}",-73.98941,0,0,0,0,0,0,0,0,WEST 49 STREET,9 AVENUE                        ,15:50,3762178,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,10019
27,MANHATTAN,Driver Inexperience,Driver Inexperience,,,,,2017-10-01,40.773598,"{u'type': u'Point', u'coordinates': [-73.9578, 40.773598]}",-73.9578,0,0,0,0,0,0,0,0,EAST 78 STREET,3 AVENUE                        ,17:56,3761984,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,10075
28,MANHATTAN,Following Too Closely,Unspecified,,,,,2017-10-01,40.78024,"{u'type': u'Point', u'coordinates': [-73.961365, 40.78024]}",-73.961365,0,0,0,0,0,0,0,0,5 AVENUE,EAST 84 STREET                  ,17:20,3761981,PASSENGER VEHICLE,TAXI,,,,10028
29,MANHATTAN,Unsafe Lane Changing,Unspecified,,,,,2017-10-01,,,,0,0,0,0,0,0,0,0,EAST 92 STREET,1st Ave                         ,12:06,3761979,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,10128
30,MANHATTAN,Driver Inattention/Distraction,,,,,,2017-10-01,40.858273,"{u'type': u'Point', u'coordinates': [-73.93182, 40.858273]}",-73.93182,0,0,0,0,1,0,1,0,WEST 193 STREET,BROADWAY                        ,19:40,3761966,PASSENGER VEHICLE,,,,,10040
31,MANHATTAN,Unspecified,Unspecified,,,,615       WEST 189 STREET               ,2017-10-01,40.854507,"{u'type': u'Point', u'coordinates': [-73.93054, 40.854507]}",-73.93054,0,0,0,0,0,0,0,0,,,18:05,3761945,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,10040
32,MANHATTAN,Unspecified,Unspecified,,,,532       WEST 187 STREET               ,2017-10-01,40.852287,"{u'type': u'Point', u'coordinates': [-73.92919, 40.852287]}",-73.92919,0,0,0,0,0,0,0,0,,,17:48,3761941,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10033
33,MANHATTAN,Driver Inattention/Distraction,Unspecified,Unspecified,,,66        OVERLOOK TERRACE              ,2017-10-01,40.855217,"{u'type': u'Point', u'coordinates': [-73.935875, 40.855217]}",-73.935875,0,0,0,0,0,0,0,0,,,0:00,3761939,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,,10040
34,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,,2017-10-01,40.86446,"{u'type': u'Point', u'coordinates': [-73.91895, 40.86446]}",-73.91895,0,0,0,0,0,0,0,0,10 AVENUE,WEST 207 STREET                 ,5:00,3761938,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10034
35,MANHATTAN,Unspecified,,,,,3769      10 AVENUE                     ,2017-10-01,40.861153,"{u'type': u'Point', u'coordinates': [-73.92134, 40.861153]}",-73.92134,0,0,0,0,0,0,0,0,,,4:45,3761937,PASSENGER VEHICLE,,,,,10034
36,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-10-01,40.864807,"{u'type': u'Point', u'coordinates': [-73.91937, 40.864807]}",-73.91937,0,0,0,0,0,0,0,0,POST AVENUE,WEST 207 STREET                 ,3:10,3761936,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10034
37,MANHATTAN,Backing Unsafely,Unspecified,,,,5         SEAMAN AVENUE                 ,2017-10-01,40.866417,"{u'type': u'Point', u'coordinates': [-73.92774, 40.866417]}",-73.92774,0,0,0,0,0,0,0,0,,,2:00,3761935,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10034
38,MANHATTAN,Unspecified,,,,,16        WEST 16 STREET                ,2017-10-01,40.737663,"{u'type': u'Point', u'coordinates': [-73.99348, 40.737663]}",-73.99348,0,0,0,0,0,0,0,0,,,21:20,3761874,PASSENGER VEHICLE,,,,,10011
39,MANHATTAN,Unspecified,Unspecified,,,,,2017-10-01,40.72919,"{u'type': u'Point', u'coordinates': [-73.98724, 40.72919]}",-73.98724,0,0,0,0,0,0,0,0,EAST 9 STREET,2 AVENUE                        ,12:15,3761871,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10003
40,MANHATTAN,Traffic Control Disregarded,Unspecified,,,,,2017-10-01,40.773052,"{u'type': u'Point', u'coordinates': [-73.96241, 40.773052]}",-73.96241,0,0,0,0,0,0,0,0,PARK AVENUE,EAST 75 STREET                  ,18:30,3761835,TAXI,TAXI,,,,10021
41,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,,2017-10-01,40.770752,"{u'type': u'Point', u'coordinates': [-73.95695, 40.770752]}",-73.95695,0,0,0,0,0,0,0,0,EAST 75 STREET,2 AVENUE                        ,0:00,3761824,PICK-UP TRUCK,TAXI,,,,10021
42,MANHATTAN,Unspecified,Unspecified,,,,,2017-10-01,40.777973,"{u'type': u'Point', u'coordinates': [-73.98216, 40.777973]}",-73.98216,0,0,0,0,0,0,0,0,WEST 71 STREET,AMSTERDAM AVENUE                ,14:50,3761695,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10023
43,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,,2017-10-01,40.75979,"{u'type': u'Point', u'coordinates': [-73.98793, 40.75979]}",-73.98793,0,0,0,0,0,0,0,0,WEST 46 STREET,8 AVENUE                        ,17:00,3761653,PASSENGER VEHICLE,TAXI,,,,10036
44,MANHATTAN,Unspecified,Unspecified,,,,,2017-10-01,40.75979,"{u'type': u'Point', u'coordinates': [-73.98793, 40.75979]}",-73.98793,0,0,0,0,0,0,0,0,WEST 46 STREET,8 AVENUE                        ,18:50,3761642,TAXI,TAXI,,,,10036
45,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-10-01,40.762962,"{u'type': u'Point', u'coordinates': [-73.97188, 40.762962]}",-73.97188,0,0,0,0,0,0,0,0,MADISON AVENUE,EAST 58 STREET                  ,19:20,3761641,SPORT UTILITY / STATION WAGON,TAXI,,,,10022
46,MANHATTAN,Following Too Closely,Unspecified,,,,,2017-10-01,40.759,"{u'type': u'Point', u'coordinates': [-73.97054, 40.759]}",-73.97054,1,0,0,0,0,0,1,0,LEXINGTON AVENUE,EAST 54 STREET                  ,14:00,3761640,PASSENGER VEHICLE,BICYCLE,,,,10022
47,MANHATTAN,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,2017-10-01,40.765987,"{u'type': u'Point', u'coordinates': [-73.98713, 40.765987]}",-73.98713,0,0,0,0,0,0,0,0,WEST 54 STREET,9 AVENUE                        ,21:15,3761639,SPORT UTILITY / STATION WAGON,BICYCLE,,,,10019
48,MANHATTAN,Unspecified,Unspecified,,,,301       PARK AVENUE                   ,2017-10-01,40.756645,"{u'type': u'Point', u'coordinates': [-73.974365, 40.756645]}",-73.974365,0,0,0,0,0,0,0,0,,,22:52,3761638,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,10022
49,MANHATTAN,Unspecified,,,,,,2017-10-01,40.766502,"{u'type': u'Point', u'coordinates': [-73.99418, 40.766502]}",-73.99418,0,0,0,0,0,0,0,0,WEST 51 STREET,11 AVENUE                       ,18:50,3761636,PASSENGER VEHICLE,,,,,10019
50,MANHATTAN,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,,2017-10-01,40.76432,"{u'type': u'Point', u'coordinates': [-73.9772, 40.76432]}",-73.9772,0,0,0,0,0,0,0,0,AVENUE OF THE AMERICAS,WEST 57 STREET                  ,9:30,3761635,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10019
51,MANHATTAN,Unspecified,Unspecified,,,,1535      BROADWAY                      ,2017-10-01,40.75802,"{u'type': u'Point', u'coordinates': [-73.98574, 40.75802]}",-73.98574,0,0,0,0,0,0,0,0,,,14:15,3761632,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10036
52,MANHATTAN,Failure to Yield Right-of-Way,,,,,,2017-10-01,40.776104,"{u'type': u'Point', u'coordinates': [-73.97975, 40.776104]}",-73.97975,0,0,0,0,0,0,0,0,WEST 70 STREET,COLUMBUS AVENUE                 ,15:30,3761536,,,,,,10023
53,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,253       WEST 73 STREET                ,2017-10-01,40.780018,"{u'type': u'Point', u'coordinates': [-73.98285, 40.780018]}",-73.98285,0,0,0,0,0,0,0,0,,,1:35,3761521,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,10023
54,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,,2017-10-01,40.768433,"{u'type': u'Point', u'coordinates': [-73.98166, 40.768433]}",-73.98166,0,0,2,0,0,0,2,0,CENTRAL PARK WEST,COLUMBUS CIRCLE                 ,15:15,3761502,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,10023
55,MANHATTAN,Following Too Closely,Unspecified,,,,,2017-10-01,40.792854,"{u'type': u'Point', u'coordinates': [-73.96753, 40.792854]}",-73.96753,0,0,0,0,0,0,0,0,WEST 96 STREET,COLUMBUS AVENUE                 ,11:30,3761470,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10025
56,MANHATTAN,Following Too Closely,Unspecified,,,,,2017-10-01,40.72293,"{u'type': u'Point', u'coordinates': [-73.98865, 40.72293]}",-73.98865,0,0,2,0,0,0,2,0,ALLEN STREET,EAST HOUSTON STREET             ,4:35,3761431,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10002
57,MANHATTAN,Following Too Closely,Unspecified,,,,,2017-10-01,40.73002,"{u'type': u'Point', u'coordinates': [-73.98355, 40.73002]}",-73.98355,0,0,1,0,0,0,1,0,EAST 12 STREET,1 AVENUE                        ,16:30,3761196,TAXI,PASSENGER VEHICLE,,,,10009
58,MANHATTAN,Passing or Lane Usage Improper,Unspecified,,,,,2017-10-01,40.733524,"{u'type': u'Point', u'coordinates': [-73.989876, 40.733524]}",-73.989876,0,0,0,0,0,0,0,0,4 AVENUE,EAST 13 STREET                  ,16:00,3761189,TAXI,TAXI,,,,10003
59,MANHATTAN,Unspecified,Unspecified,,,,,2017-10-01,40.732346,"{u'type': u'Point', u'coordinates': [-73.98495, 40.732346]}",-73.98495,1,0,0,0,0,0,1,0,2 AVENUE,EAST 14 STREET                  ,20:27,3761187,BICYCLE,TAXI,,,,10003
60,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,,2017-10-01,40.754505,"{u'type': u'Point', u'coordinates': [-73.965706, 40.754505]}",-73.965706,0,0,0,0,0,0,0,0,EAST 51 STREET,1 AVENUE                        ,20:00,3761142,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,10022
61,MANHATTAN,Unspecified,Unspecified,,,,625       WEST 169 STREET               ,2017-10-01,40.84205,"{u'type': u'Point', u'coordinates': [-73.94019, 40.84205]}",-73.94019,0,0,0,0,0,0,0,0,,,11:51,3761110,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10032
62,MANHATTAN,Failure to Yield Right-of-Way,Unspecified,,,,,2017-10-01,40.710365,"{u'type': u'Point', u'coordinates': [-74.01124, 40.710365]}",-74.01124,1,0,0,0,0,0,1,0,CORTLANDT STREET,CHURCH STREET                   ,17:00,3761100,BICYCLE,TAXI,,,,10007
63,MANHATTAN,Unspecified,Unspecified,,,,,2017-10-01,40.802753,"{u'type': u'Point', u'coordinates': [-73.93358, 40.802753]}",-73.93358,0,0,0,0,0,0,0,0,EAST 125 STREET,2 AVENUE                        ,13:30,3761063,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,10035
64,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,20        PARK AVENUE                   ,2017-10-01,40.747845,"{u'type': u'Point', u'coordinates': [-73.980804, 40.747845]}",-73.980804,0,0,0,0,0,0,0,0,,,15:00,3761034,PICK-UP TRUCK,PASSENGER VEHICLE,,,,10016
65,MANHATTAN,View Obstructed/Limited,Unspecified,,,,63        WEST 38 STREET                ,2017-10-01,40.75177,"{u'type': u'Point', u'coordinates': [-73.984634, 40.75177]}",-73.984634,0,0,0,0,0,0,0,0,,,16:05,3760998,PASSENGER VEHICLE,MOTORCYCLE,,,,10018
66,MANHATTAN,Oversized Vehicle,Unspecified,,,,,2017-10-01,40.717075,"{u'type': u'Point', u'coordinates': [-74.006256, 40.717075]}",-74.006256,0,0,0,0,0,0,0,0,WORTH STREET,CHURCH STREET                   ,12:15,3760992,SPORT UTILITY / STATION WAGON,,,,,10013
67,MANHATTAN,Traffic Control Disregarded,Unspecified,,,,155       EAST 34 STREET                ,2017-10-01,40.74616,"{u'type': u'Point', u'coordinates': [-73.97913, 40.74616]}",-73.97913,0,0,1,0,0,0,1,0,,,14:20,3760977,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,10016
68,MANHATTAN,Turning Improperly,Unspecified,,,,,2017-10-01,40.71521,"{u'type': u'Point', u'coordinates': [-73.98427, 40.71521]}",-73.98427,0,0,0,0,0,0,0,0,PITT STREET,GRAND STREET                    ,0:10,3760959,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,10002
69,MANHATTAN,Unspecified,,,,,,2017-10-01,40.711227,"{u'type': u'Point', u'coordinates': [-73.984795, 40.711227]}",-73.984795,0,0,0,0,0,0,0,0,WATER STREET,MONTGOMERY STREET               ,11:10,3760952,PASSENGER VEHICLE,,,,,10002
70,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,390       3 AVENUE                      ,2017-10-01,40.741833,"{u'type': u'Point', u'coordinates': [-73.98098, 40.741833]}",-73.98098,1,0,0,0,0,0,1,0,,,7:25,3760909,PASSENGER VEHICLE,BICYCLE,,,,10016
71,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,221       EAST 58 STREET                ,2017-10-01,40.76066,"{u'type': u'Point', u'coordinates': [-73.96639, 40.76066]}",-73.96639,0,0,0,0,0,0,0,0,,,0:10,3760853,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10022
72,MANHATTAN,Unspecified,,,,,,2017-10-01,40.770527,"{u'type': u'Point', u'coordinates': [-73.98012, 40.770527]}",-73.98012,0,0,0,0,0,0,0,0,WEST 63 STREET,CENTRAL PARK WEST               ,10:00,3761540,SPORT UTILITY / STATION WAGON,,,,,10023
73,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,283       WEST 115 STREET               ,2017-10-01,40.80343,"{u'type': u'Point', u'coordinates': [-73.95512, 40.80343]}",-73.95512,0,0,0,0,0,0,0,0,,,14:30,3760631,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,10026
74,MANHATTAN,Passing or Lane Usage Improper,Turning Improperly,,,,,2017-10-01,,,,0,0,0,0,0,0,0,0,32 street,7 avenue                        ,14:23,3760609,SPORT UTILITY / STATION WAGON,,,,,10001
75,MANHATTAN,Driver Inattention/Distraction,,,,,1407      BROADWAY                      ,2017-10-01,40.753437,"{u'type': u'Point', u'coordinates': [-73.98716, 40.753437]}",-73.98716,0,0,0,0,0,0,0,0,,,17:51,3760605,SPORT UTILITY / STATION WAGON,,,,,10018
76,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,,2017-10-01,,,,0,0,0,0,0,0,0,0,8 avenue,W 45th St                       ,16:55,3760604,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10036
77,MANHATTAN,Unspecified,Unspecified,,,,160       MADISON STREET                ,2017-10-01,40.712486,"{u'type': u'Point', u'coordinates': [-73.9919, 40.712486]}",-73.9919,0,0,0,0,0,0,0,0,,,11:15,3760597,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,,10002
78,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,17        STATE STREET                  ,2017-10-01,40.702587,"{u'type': u'Point', u'coordinates': [-74.01405, 40.702587]}",-74.01405,0,0,0,0,0,0,0,0,,,1:10,3760563,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,10004
79,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,470       8 AVENUE                      ,2017-10-01,40.75193,"{u'type': u'Point', u'coordinates': [-73.993645, 40.75193]}",-73.993645,0,0,0,0,0,0,0,0,,,0:10,3760385,PICK-UP TRUCK,PASSENGER VEHICLE,,,,10001
0,MANHATTAN,Unspecified,,,,,,2017-10-02,40.824127,"{u'type': u'Point', u'coordinates': [-73.954834, 40.824127]}",-73.954834,0,0,0,0,0,0,0,0,RIVERSIDE DRIVE,WEST 140 STREET                 ,18:00,3770947,PASSENGER VEHICLE,,,,,10031
1,MANHATTAN,Following Too Closely,Unspecified,,,,,2017-10-02,,,,0,0,0,0,0,0,0,0,west 137 st,st Nicholas avenue              ,14:00,3769141,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,10030
2,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,,2017-10-02,40.76416,"{u'type': u'Point', u'coordinates': [-73.968895, 40.76416]}",-73.968895,0,0,0,0,0,0,0,0,EAST 61 STREET,PARK AVENUE                     ,10:35,3767744,PICK-UP TRUCK,,,,,10065
3,MANHATTAN,Turning Improperly,Unspecified,Unspecified,,,,2017-10-02,,,,0,0,0,0,0,0,0,0,west 120 street,frederick douglass boulevard    ,11:30,3766016,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10027
4,MANHATTAN,Failure to Yield Right-of-Way,Unspecified,,,,,2017-10-02,40.817905,"{u'type': u'Point', u'coordinates': [-73.961586, 40.817905]}",-73.961586,0,0,1,0,0,0,1,0,HENRY HUDSON PARKWAY,SAINT CLAIR PLACE               ,19:20,3765886,SPORT UTILITY / STATION WAGON,,,,,10027
5,MANHATTAN,Driver Inexperience,Other Vehicular,,,,,2017-10-02,40.71574,"{u'type': u'Point', u'coordinates': [-74.00169, 40.71574]}",-74.00169,0,0,0,0,0,0,0,0,CENTRE STREET,HOGAN PLACE                     ,8:30,3765600,PICK-UP TRUCK,BICYCLE,,,,10013
6,MANHATTAN,Unspecified,,,,,2006      3rd Ave                       ,2017-10-02,,,,0,0,0,0,0,0,0,0,,,9:32,3764927,PASSENGER VEHICLE,,,,,10029
7,MANHATTAN,Driver Inexperience,,,,,,2017-10-02,40.778904,"{u'type': u'Point', u'coordinates': [-73.96024, 40.778904]}",-73.96024,0,0,0,0,0,0,0,0,EAST 83 STREET,MADISON AVENUE                  ,19:00,3763115,PASSENGER VEHICLE,,,,,10028
8,MANHATTAN,Unspecified,Unspecified,,,,,2017-10-02,40.73986,"{u'type': u'Point', u'coordinates': [-73.995026, 40.73986]}",-73.995026,0,0,0,0,0,0,0,0,AVENUE OF THE AMERICAS,WEST 18 STREET                  ,20:30,3763076,SPORT UTILITY / STATION WAGON,,,,,10011
9,MANHATTAN,Unspecified,,,,,,2017-10-02,40.789307,"{u'type': u'Point', u'coordinates': [-73.943405, 40.789307]}",-73.943405,0,0,0,0,0,0,0,0,2 AVENUE,EAST 104 STREET                 ,13:15,3763040,PASSENGER VEHICLE,,,,,10029
10,MANHATTAN,Following Too Closely,Unspecified,,,,,2017-10-02,40.715954,"{u'type': u'Point', u'coordinates': [-73.986725, 40.715953999999996]}",-73.986725,0,0,0,0,0,0,0,0,CLINTON STREET,GRAND STREET                    ,17:30,3762957,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,10002
