,borough,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,cross_street_name,date,latitude,location,longitude,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_persons_injured,number_of_persons_killed,off_street_name,on_street_name,time,unique_key,vehicle_type_code1,vehicle_type_code2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5,zip_code
19,MANHATTAN,Failure to Yield Right-of-Way,Unspecified,,,,233       1 AVENUE                      ,2017-10-10,40.73115,"{u'type': u'Point', u'coordinates': [-73.982735, 40.73115]}",-73.982735,1,0,0,0,0,0,1,0,,,6:00,3769234,BICYCLE,,,,,10003
20,MANHATTAN,Backing Unsafely,Unspecified,,,,,2017-10-10,40.732853,"{u'type': u'Point', u'coordinates': [-74.00753, 40.732853]}",-74.00753,0,0,0,0,0,0,0,0,CHRISTOPHER STREET,GREENWICH STREET                ,12:30,3768914,PASSENGER VEHICLE,,,,,10014
21,MANHATTAN,Unspecified,Unspecified,,,,2481      7 AVENUE                      ,2017-10-10,40.82106,"{u'type': u'Point', u'coordinates': [-73.93949, 40.82106]}",-73.93949,0,0,0,0,0,0,0,0,,,16:15,3768181,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10030
22,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-10-10,40.719395,"{u'type': u'Point', u'coordinates': [-74.00189, 40.719395]}",-74.00189,0,0,0,0,0,0,0,0,BROADWAY,CANAL STREET                    ,11:00,3768152,TAXI,SPORT UTILITY / STATION WAGON,,,,10013
23,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,77        EAST HOUSTON STREET           ,2017-10-10,40.72433,"{u'type': u'Point', u'coordinates': [-73.99321, 40.72433]}",-73.99321,0,0,0,0,0,0,0,0,,,18:00,3768148,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10012
24,MANHATTAN,Unspecified,,,,,600       BROADWAY                      ,2017-10-10,40.725155,"{u'type': u'Point', u'coordinates': [-73.997, 40.725155]}",-73.997,0,0,0,0,0,0,0,0,,,12:58,3768143,TAXI,PICK-UP TRUCK,,,,10012
25,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,16        ERICSSON PLACE                ,2017-10-10,40.720432,"{u'type': u'Point', u'coordinates': [-74.00675, 40.720432]}",-74.00675,0,0,0,0,0,0,0,0,,,17:20,3768108,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,10013
26,MANHATTAN,Unspecified,Unspecified,,,,,2017-10-10,40.797867,"{u'type': u'Point', u'coordinates': [-73.96758, 40.797867]}",-73.96758,0,0,0,0,0,0,0,0,WEST 102 STREET,AMSTERDAM AVENUE                ,10:31,3767996,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,10025
27,MANHATTAN,Passing or Lane Usage Improper,,,,,,2017-10-10,40.79084,"{u'type': u'Point', u'coordinates': [-73.97457, 40.79084]}",-73.97457,0,0,0,0,0,0,0,0,WEST 90 STREET,BROADWAY                        ,13:50,3767988,SPORT UTILITY / STATION WAGON,TK,,,,10024
28,MANHATTAN,Backing Unsafely,Unsafe Lane Changing,,,,,2017-10-10,40.789734,"{u'type': u'Point', u'coordinates': [-73.9661, 40.789734]}",-73.9661,0,0,0,0,0,0,0,0,WEST 93 STREET,CENTRAL PARK WEST               ,8:30,3767987,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10025
29,MANHATTAN,Unsafe Lane Changing,Unspecified,,,,,2017-10-10,40.789585,"{u'type': u'Point', u'coordinates': [-73.97549, 40.789585]}",-73.97549,0,0,1,0,0,0,1,0,WEST 88 STREET,BROADWAY                        ,8:15,3767986,TAXI,TAXI,,,,10024
30,MANHATTAN,Driver Inattention/Distraction,Traffic Control Disregarded,,,,,2017-10-10,40.7674,"{u'type': u'Point', u'coordinates': [-73.98238, 40.7674]}",-73.98238,0,0,0,0,0,0,0,0,WEST 58 STREET,8 AVENUE                        ,10:15,3767859,SPORT UTILITY / STATION WAGON,BICYCLE,,,,10019
31,MANHATTAN,Unsafe Lane Changing,Unspecified,,,,,2017-10-10,40.761234,"{u'type': u'Point', u'coordinates': [-73.96389, 40.761234]}",-73.96389,0,0,0,0,0,0,0,0,2 AVENUE,EAST 60 STREET                  ,20:22,3767745,PASSENGER VEHICLE,,,,,10022
32,MANHATTAN,Unspecified,Unspecified,,,,600       8 AVENUE                      ,2017-10-10,40.755417,"{u'type': u'Point', u'coordinates': [-73.99111, 40.755417]}",-73.99111,0,0,0,0,0,0,0,0,,,16:05,3767686,TAXI,SPORT UTILITY / STATION WAGON,,,,10018
33,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,,2017-10-10,40.804375,"{u'type': u'Point', u'coordinates': [-73.93742, 40.804375]}",-73.93742,0,0,0,0,0,0,0,0,EAST 125 STREET,LEXINGTON AVENUE                ,12:30,3767516,PASSENGER VEHICLE,,,,,10035
34,MANHATTAN,Driver Inattention/Distraction,,,,,136       EAST 56 STREET                ,2017-10-10,40.760345,"{u'type': u'Point', u'coordinates': [-73.96988, 40.760345]}",-73.96988,0,0,0,0,0,0,0,0,,,12:35,3767503,,,,,,10022
35,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,,2017-10-10,40.75927,"{u'type': u'Point', u'coordinates': [-73.980896, 40.75927]}",-73.980896,0,0,0,0,0,0,0,0,AVENUE OF THE AMERICAS,WEST 49 STREET                  ,13:05,3767502,,,,,,10020
36,MANHATTAN,Reaction to Other Uninvolved Vehicle,Failure to Yield Right-of-Way,,,,350       WEST 36 STREET                ,2017-10-10,40.75408,"{u'type': u'Point', u'coordinates': [-73.99397, 40.75408]}",-73.99397,0,0,0,0,0,0,0,0,,,22:00,3767427,SPORT UTILITY / STATION WAGON,,,,,10018
37,MANHATTAN,Passing or Lane Usage Improper,Failure to Yield Right-of-Way,,,,341       WEST 37 STREET                ,2017-10-10,40.75462,"{u'type': u'Point', u'coordinates': [-73.99332, 40.75462]}",-73.99332,0,0,0,0,0,0,0,0,,,18:00,3767426,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,,10018
38,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,1234      BROADWAY                      ,2017-10-10,40.747307,"{u'type': u'Point', u'coordinates': [-73.98835, 40.747307]}",-73.98835,1,0,0,0,0,0,1,0,,,16:50,3767425,BICYCLE,PASSENGER VEHICLE,,,,10001
39,MANHATTAN,Driver Inexperience,Unspecified,,,,99        MADISON AVENUE                ,2017-10-10,40.74476,"{u'type': u'Point', u'coordinates': [-73.985146, 40.74476]}",-73.985146,0,0,0,0,0,0,0,0,,,12:45,3767424,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,10016
40,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,156       WEST 44 STREET                ,2017-10-10,40.756744,"{u'type': u'Point', u'coordinates': [-73.98464, 40.756744]}",-73.98464,0,0,1,0,0,0,1,0,,,13:12,3767423,TAXI,TAXI,,,,10036
41,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,640       8 AVENUE                      ,2017-10-10,40.756664,"{u'type': u'Point', u'coordinates': [-73.990204, 40.756664]}",-73.990204,0,0,0,0,0,0,0,0,,,11:30,3767421,TAXI,TAXI,,,,10036
42,MANHATTAN,Backing Unsafely,Unspecified,,,,446       7 AVENUE                      ,2017-10-10,40.751232,"{u'type': u'Point', u'coordinates': [-73.99046, 40.751232]}",-73.99046,0,0,0,0,0,0,0,0,,,1:45,3767414,PASSENGER VEHICLE,TAXI,,,,10123
43,MANHATTAN,Unspecified,Unspecified,,,,775       RIVERSIDE DRIVE               ,2017-10-10,40.834595,"{u'type': u'Point', u'coordinates': [-73.947586, 40.834595]}",-73.947586,0,0,0,0,0,0,0,0,,,16:00,3767331,SPORT UTILITY / STATION WAGON,,,,,10032
44,MANHATTAN,Unspecified,Unspecified,,,,159-14    HARLEM RIVER DRIVE            ,2017-10-10,40.832535,"{u'type': u'Point', u'coordinates': [-73.93543, 40.832535]}",-73.93543,0,0,0,0,0,0,0,0,,,12:45,3767306,TAXI,,,,,10039
45,MANHATTAN,Other Vehicular,,,,,100       WEST 143 STREET               ,2017-10-10,40.819313,"{u'type': u'Point', u'coordinates': [-73.93762, 40.819313]}",-73.93762,0,0,0,0,0,0,0,0,,,17:25,3767292,SPORT UTILITY / STATION WAGON,,,,,10030
46,MANHATTAN,Following Too Closely,Unspecified,,,,55        CENTRAL PARK NORTH            ,2017-10-10,40.798344,"{u'type': u'Point', u'coordinates': [-73.95243, 40.798344]}",-73.95243,0,0,0,0,0,0,0,0,,,16:45,3767256,TAXI,PASSENGER VEHICLE,,,,10026
47,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,,2017-10-10,40.759842,"{u'type': u'Point', u'coordinates': [-73.984184, 40.759842]}",-73.984184,0,0,0,0,0,0,0,0,7 AVENUE,WEST 48 STREET                  ,22:10,3767108,PASSENGER VEHICLE,,,,,10019
48,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-10-10,40.766285,"{u'type': u'Point', u'coordinates': [-73.98186, 40.766285]}",-73.98186,0,0,0,0,0,0,0,0,BROADWAY,WEST 57 STREET                  ,20:40,3767107,TAXI,TAXI,,,,10019
49,MANHATTAN,Unsafe Lane Changing,Unspecified,,,,,2017-10-10,40.812744,"{u'type': u'Point', u'coordinates': [-73.937645, 40.812744]}",-73.937645,0,0,0,0,0,0,0,0,5 AVENUE,WEST 135 STREET                 ,15:30,3767106,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,10037
50,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,355       WEST 47 STREET                ,2017-10-10,40.761055,"{u'type': u'Point', u'coordinates': [-73.989, 40.761055]}",-73.989,0,0,0,0,0,0,0,0,,,18:45,3767104,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10036
51,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,575       MADISON AVENUE                ,2017-10-10,40.7618,"{u'type': u'Point', u'coordinates': [-73.97272, 40.7618]}",-73.97272,0,0,0,0,0,0,0,0,,,18:30,3767103,TAXI,PASSENGER VEHICLE,,,,10022
52,MANHATTAN,Other Vehicular,Other Vehicular,,,,1177      AVENUE OF THE AMERICAS        ,2017-10-10,40.757256,"{u'type': u'Point', u'coordinates': [-73.98237, 40.757256]}",-73.98237,0,0,0,0,0,0,0,0,,,16:50,3767102,PASSENGER VEHICLE,TAXI,,,,10036
53,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,7         WEST 45 STREET                ,2017-10-10,40.755676,"{u'type': u'Point', u'coordinates': [-73.98011, 40.755676]}",-73.98011,0,0,2,0,0,0,2,0,,,9:50,3767098,PASSENGER VEHICLE,,,,,10036
54,MANHATTAN,Following Too Closely,Passing or Lane Usage Improper,,,,,2017-10-10,40.70509,"{u'type': u'Point', u'coordinates': [-74.016464, 40.70509]}",-74.016464,0,0,0,0,0,0,0,0,BATTERY PLACE,WEST STREET                     ,9:00,3767030,SPORT UTILITY / STATION WAGON,,,,,10004
55,MANHATTAN,Following Too Closely,Backing Unsafely,,,,175       SPRING STREET                 ,2017-10-10,40.724808,"{u'type': u'Point', u'coordinates': [-74.00246, 40.724808]}",-74.00246,0,0,0,0,0,0,0,0,,,11:55,3767029,,,,,,10012
56,MANHATTAN,View Obstructed/Limited,Unspecified,,,,20        PINE STREET                   ,2017-10-10,40.707546,"{u'type': u'Point', u'coordinates': [-74.00996, 40.707546]}",-74.00996,0,0,0,0,0,0,0,0,,,13:10,3767025,,,,,,10005
57,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,,2017-10-10,40.756767,"{u'type': u'Point', u'coordinates': [-73.98272, 40.756766999999996]}",-73.98272,0,0,0,0,0,0,0,0,AVENUE OF THE AMERICAS,WEST 45 STREET                  ,15:00,3767022,PASSENGER VEHICLE,,,,,10036
58,MANHATTAN,Unspecified,Unspecified,,,,622       WEST 168 STREET               ,2017-10-10,40.8414,"{u'type': u'Point', u'coordinates': [-73.94055, 40.8414]}",-73.94055,0,0,0,0,0,0,0,0,,,13:30,3768647,SPORT UTILITY / STATION WAGON,,,,,10032
59,MANHATTAN,Backing Unsafely,Unspecified,,,,,2017-10-10,40.787117,"{u'type': u'Point', u'coordinates': [-73.94793, 40.787117]}",-73.94793,0,0,0,0,0,0,0,0,3 AVENUE,EAST 99 STREET                  ,14:15,3768582,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,10029
60,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,179       WEST BROADWAY                 ,2017-10-10,40.717983,"{u'type': u'Point', u'coordinates': [-74.00727, 40.717983]}",-74.00727,0,0,0,0,0,0,0,0,,,12:40,3768554,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,10013
61,MANHATTAN,Following Too Closely,Driver Inattention/Distraction,,,,2043      7 AVENUE                      ,2017-10-10,40.80718,"{u'type': u'Point', u'coordinates': [-73.94963, 40.80718]}",-73.94963,0,0,0,0,0,0,0,0,,,15:50,3768510,TK,TK,,,,10027
62,MANHATTAN,Unspecified,Unspecified,,,,2255      5 AVENUE                      ,2017-10-10,40.813946,"{u'type': u'Point', u'coordinates': [-73.93675, 40.813946]}",-73.93675,0,0,1,0,0,0,1,0,,,12:00,3766865,PICK-UP TRUCK,,,,,10037
63,MANHATTAN,Driver Inattention/Distraction,Unspecified,Unspecified,,,1908      PARK AVENUE                   ,2017-10-10,40.807945,"{u'type': u'Point', u'coordinates': [-73.93694, 40.807945]}",-73.93694,0,0,0,0,0,0,0,0,,,12:35,3766864,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,10035
64,MANHATTAN,Backing Unsafely,,,,,1721      PARK AVENUE                   ,2017-10-10,40.802048,"{u'type': u'Point', u'coordinates': [-73.94123, 40.802048]}",-73.94123,0,0,0,0,0,0,0,0,,,14:01,3766861,,,,,,10035
65,MANHATTAN,Turning Improperly,Unspecified,,,,,2017-10-10,40.802753,"{u'type': u'Point', u'coordinates': [-73.93358, 40.802753]}",-73.93358,0,0,0,0,0,0,0,0,2 AVENUE,EAST 125 STREET                 ,10:32,3766857,PASSENGER VEHICLE,,,,,10035
66,MANHATTAN,Backing Unsafely,Unspecified,,,,1785      MADISON AVENUE                ,2017-10-10,40.80079,"{u'type': u'Point', u'coordinates': [-73.94425, 40.80079]}",-73.94425,0,0,0,0,0,0,0,0,,,9:31,3766856,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,10035
67,MANHATTAN,Unspecified,,,,,523       WEST 207 STREET               ,2017-10-10,40.865227,"{u'type': u'Point', u'coordinates': [-73.919624, 40.865227]}",-73.919624,0,0,0,0,1,0,1,0,,,13:55,3766844,PASSENGER VEHICLE,,,,,10034
68,MANHATTAN,Following Too Closely,Unspecified,,,,,2017-10-10,40.77606,"{u'type': u'Point', u'coordinates': [-73.98351, 40.77606]}",-73.98351,0,0,0,0,0,0,0,0,AMSTERDAM AVENUE,WEST 68 STREET                  ,4:00,3766830,SPORT UTILITY / STATION WAGON,TAXI,,,,10023
69,MANHATTAN,Unspecified,,,,,63        WEST 73 STREET                ,2017-10-10,40.777615,"{u'type': u'Point', u'coordinates': [-73.97714, 40.777615]}",-73.97714,0,0,0,0,0,0,0,0,,,9:00,3766829,SPORT UTILITY / STATION WAGON,,,,,10023
70,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,91        CENTRAL PARK WEST             ,2017-10-10,40.77438,"{u'type': u'Point', u'coordinates': [-73.97732, 40.77438]}",-73.97732,0,0,0,0,0,0,0,0,,,10:05,3766824,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,10023
71,MANHATTAN,Failure to Yield Right-of-Way,Passing or Lane Usage Improper,,,,447       LEXINGTON AVENUE              ,2017-10-10,40.753048,"{u'type': u'Point', u'coordinates': [-73.97487, 40.753048]}",-73.97487,0,0,0,0,0,0,0,0,,,9:45,3766705,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10017
72,MANHATTAN,Unspecified,,,,,,2017-10-10,40.762913,"{u'type': u'Point', u'coordinates': [-73.96981, 40.762913]}",-73.96981,0,0,0,0,1,0,1,0,EAST 59 STREET,PARK AVENUE                     ,6:20,3766580,TAXI,,,,,10022
73,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,,2017-10-10,40.818233,"{u'type': u'Point', u'coordinates': [-73.95273, 40.818233]}",-73.95273,0,0,0,0,0,0,0,0,AMSTERDAM AVENUE,WEST 134 STREET                 ,9:40,3766520,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10031
74,MANHATTAN,Unspecified,Unspecified,,,,302       WEST 126 STREET               ,2017-10-10,40.81094,"{u'type': u'Point', u'coordinates': [-73.95094, 40.81094]}",-73.95094,1,0,0,0,0,0,1,0,,,15:37,3767251,MOTORCYCLE,BICYCLE,,,,10027
75,MANHATTAN,Passing or Lane Usage Improper,View Obstructed/Limited,,,,387       MANHATTAN AVENUE              ,2017-10-10,40.805214,"{u'type': u'Point', u'coordinates': [-73.9567, 40.805214]}",-73.9567,0,0,0,0,0,0,0,0,,,12:39,3767250,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10026
76,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,50        EAST 57 STREET                ,2017-10-10,40.762028,"{u'type': u'Point', u'coordinates': [-73.97178, 40.762028]}",-73.97178,0,0,0,0,0,0,0,0,,,10:15,3767232,,,,,,10022
77,MANHATTAN,Unspecified,,,,,,2017-10-10,40.854977,"{u'type': u'Point', u'coordinates': [-73.92779, 40.854977]}",-73.92779,0,0,0,0,0,0,0,0,AUDUBON AVENUE,WEST 191 STREET                 ,14:50,3767196,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,10040
78,MANHATTAN,Unsafe Lane Changing,Unspecified,,,,2404      AMSTERDAM AVENUE              ,2017-10-10,40.84701,"{u'type': u'Point', u'coordinates': [-73.93172, 40.84701]}",-73.93172,0,0,1,0,0,0,1,0,,,20:26,3767194,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,10033
79,MANHATTAN,Other Vehicular,Other Vehicular,,,,,2017-10-10,40.717342,"{u'type': u'Point', u'coordinates': [-73.99118, 40.717342]}",-73.99118,0,0,0,0,0,0,0,0,ALLEN STREET,GRAND STREET                    ,18:35,3767150,SPORT UTILITY / STATION WAGON,TAXI,,,,10002
80,MANHATTAN,Other Vehicular,Other Vehicular,,,,,2017-10-10,40.76768,"{u'type': u'Point', u'coordinates': [-73.98216, 40.76768]}",-73.98216,0,0,0,0,0,0,0,0,COLUMBUS CIRCLE,8 AVENUE                        ,8:30,3767127,PASSENGER VEHICLE,,,,,10019
81,MANHATTAN,Unspecified,,,,,4311      BROADWAY                      ,2017-10-10,40.85184,"{u'type': u'Point', u'coordinates': [-73.9349, 40.85184]}",-73.9349,0,0,0,0,0,0,0,0,,,13:00,3766501,SPORT UTILITY / STATION WAGON,,,,,10033
82,MANHATTAN,Passing or Lane Usage Improper,,,,,,2017-10-10,40.76685,"{u'type': u'Point', u'coordinates': [-73.95376, 40.76685]}",-73.95376,0,0,0,0,0,0,0,0,YORK AVENUE,EAST 72 STREET                  ,10:55,3766495,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,10021
83,MANHATTAN,Following Too Closely,Unspecified,,,,569       LEXINGTON AVENUE              ,2017-10-10,40.7545,"{u'type': u'Point', u'coordinates': [-73.97195, 40.7545]}",-73.97195,0,0,0,0,0,0,0,0,,,11:10,3766464,PASSENGER VEHICLE,,,,,10022
0,MANHATTAN,Unspecified,Unspecified,,,,,2017-10-11,40.803745,"{u'type': u'Point', u'coordinates': [-73.955864, 40.803745]}",-73.955864,0,0,0,0,0,0,0,0,8 AVENUE,WEST 115 STREET                 ,12:00,3774822,DS,PASSENGER VEHICLE,,,,10026
1,MANHATTAN,Unspecified,Unspecified,,,,24-50     FDR DRIVE                     ,2017-10-11,40.73677,"{u'type': u'Point', u'coordinates': [-73.97442, 40.73677]}",-73.97442,0,0,0,0,0,0,0,0,,,15:00,3773387,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,10010
2,MANHATTAN,Reaction to Other Uninvolved Vehicle,Unspecified,,,,,2017-10-11,40.720043,"{u'type': u'Point', u'coordinates': [-73.99907, 40.720043]}",-73.99907,1,0,0,0,0,0,1,0,GRAND STREET,LAFAYETTE STREET                ,22:03,3773051,BICYCLE,PASSENGER VEHICLE,,,,10013
3,MANHATTAN,Turning Improperly,,,,,,2017-10-11,40.715954,"{u'type': u'Point', u'coordinates': [-73.986725, 40.715953999999996]}",-73.986725,0,0,0,0,1,0,1,0,CLINTON STREET,GRAND STREET                    ,15:50,3772830,PASSENGER VEHICLE,,,,,10002
4,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,,2017-10-11,40.717197,"{u'type': u'Point', u'coordinates': [-73.99071, 40.717197]}",-73.99071,0,0,0,0,0,0,0,0,ORCHARD STREET,GRAND STREET                    ,14:40,3772337,FB,MOTORCYCLE,,,,10002
5,MANHATTAN,Unspecified,,,,,,2017-10-11,40.776875,"{u'type': u'Point', u'coordinates': [-73.94938, 40.776875]}",-73.94938,0,0,0,0,1,0,1,0,EAST 86 STREET,1 AVENUE                        ,7:50,3771509,BICYCLE,,,,,10028
6,MANHATTAN,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,,,2017-10-11,40.764988,"{u'type': u'Point', u'coordinates': [-73.96116, 40.764988]}",-73.96116,0,0,0,0,0,0,0,0,2 AVENUE,EAST 66 STREET                  ,12:00,3767851,PASSENGER VEHICLE,TAXI,PASSENGER VEHICLE,PICK-UP TRUCK,,10065
7,MANHATTAN,Following Too Closely,Unspecified,,,,,2017-10-11,,,,0,0,0,0,0,0,0,0,WEST 42 STREET,12 AVENUE                       ,16:15,3770303,PASSENGER VEHICLE,TAXI,,,,10036
8,MANHATTAN,Unspecified,Unspecified,,,,,2017-10-11,40.758305,"{u'type': u'Point', u'coordinates': [-74.000145, 40.758305]}",-74.000145,0,0,0,0,0,0,0,0,WEST 38 STREET,11 AVENUE                       ,19:30,3770302,VN,SPORT UTILITY / STATION WAGON,,,,10018
9,MANHATTAN,Following Too Closely,Unspecified,,,,,2017-10-11,40.75898,"{u'type': u'Point', u'coordinates': [-73.99595, 40.75898]}",-73.99595,0,0,0,0,0,0,0,0,WEST 41 STREET,10 AVENUE                       ,17:30,3770301,PASSENGER VEHICLE,TAXI,,,,10036
10,MANHATTAN,Following Too Closely,Unspecified,,,,,2017-10-11,40.75591,"{u'type': u'Point', u'coordinates': [-73.99448, 40.75591]}",-73.99448,0,0,0,0,0,0,0,0,WEST 38 STREET,9 AVENUE                        ,0:00,3770298,TAXI,TAXI,,,,10018
11,MANHATTAN,Failure to Yield Right-of-Way,Unspecified,,,,,2017-10-11,40.759514,"{u'type': u'Point', u'coordinates': [-73.99926, 40.759514]}",-73.99926,0,0,0,0,0,0,0,0,WEST 40 STREET,11 AVENUE                       ,22:08,3770293,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,10018
12,MANHATTAN,Failure to Yield Right-of-Way,Unspecified,,,,,2017-10-11,40.758305,"{u'type': u'Point', u'coordinates': [-74.000145, 40.758305]}",-74.000145,0,0,0,0,0,0,0,0,WEST 38 STREET,11 AVENUE                       ,9:20,3770291,VN,PASSENGER VEHICLE,,,,10018
13,MANHATTAN,,,,,,,2017-10-11,40.79356,"{u'type': u'Point', u'coordinates': [-73.96702, 40.79356]}",-73.96702,0,0,0,0,0,0,0,0,WEST 97 STREET,COLUMBUS AVENUE                 ,9:02,3770188,PK,DP,,,,10025
14,MANHATTAN,Unspecified,Unspecified,,,,354       LENOX AVENUE                  ,2017-10-11,40.80954,"{u'type': u'Point', u'coordinates': [-73.94419, 40.80954]}",-73.94419,0,0,0,0,0,0,0,0,,,7:15,3770039,SPORT UTILITY / STATION WAGON,,,,,10027
15,MANHATTAN,Passing or Lane Usage Improper,Other Vehicular,,,,2931      8 AVENUE                      ,2017-10-11,40.82947,"{u'type': u'Point', u'coordinates': [-73.93705, 40.82947]}",-73.93705,0,0,0,0,0,0,0,0,,,7:30,3770038,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10039
16,MANHATTAN,Unspecified,Unspecified,,,,18        WEST 38 STREET                ,2017-10-11,40.751312,"{u'type': u'Point', u'coordinates': [-73.9836, 40.751312]}",-73.9836,0,0,0,0,0,0,0,0,,,16:40,3769765,FB,TAXI,,,,10018
17,MANHATTAN,Backing Unsafely,Unspecified,,,,15        BLEECKER STREET               ,2017-10-11,40.725487,"{u'type': u'Point', u'coordinates': [-73.99315, 40.725487]}",-73.99315,0,0,0,0,0,0,0,0,,,17:00,3769245,TAXI,PASSENGER VEHICLE,,,,10012
18,MANHATTAN,Passenger Distraction,Unspecified,,,,173       3 AVENUE                      ,2017-10-11,40.734837,"{u'type': u'Point', u'coordinates': [-73.986046, 40.734837]}",-73.986046,0,0,0,0,0,0,0,0,,,14:40,3767866,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,10003
19,MANHATTAN,Driver Inexperience,,,,,415       WEST 57 STREET                ,2017-10-11,40.768223,"{u'type': u'Point', u'coordinates': [-73.98643, 40.768223]}",-73.98643,0,0,2,0,0,0,0,0,,,14:30,3767863,TAXI,PASSENGER VEHICLE,,,,10019
20,MANHATTAN,Other Vehicular,,,,,200       WEST 57 STREET                ,2017-10-11,40.765625,"{u'type': u'Point', u'coordinates': [-73.98032, 40.765625]}",-73.98032,0,0,0,0,0,0,0,0,,,15:00,3767862,TAXI,PASSENGER VEHICLE,,,,10019
21,MANHATTAN,Backing Unsafely,Other Vehicular,,,,325       WEST 52 STREET                ,2017-10-11,40.763935,"{u'type': u'Point', u'coordinates': [-73.98611, 40.763935]}",-73.98611,0,0,0,0,0,0,0,0,,,16:40,3767857,VAN,PASSENGER VEHICLE,,,,10019
22,MANHATTAN,Following Too Closely,Other Vehicular,,,,310       WEST 55 STREET                ,2017-10-11,40.765675,"{u'type': u'Point', u'coordinates': [-73.98447, 40.765675]}",-73.98447,0,0,0,0,0,0,0,0,,,15:50,3767856,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,10019
23,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,,2017-10-11,40.778812,"{u'type': u'Point', u'coordinates': [-73.95609, 40.778812]}",-73.95609,0,0,1,0,0,0,1,0,LEXINGTON AVENUE,EAST 85 STREET                  ,11:20,3767797,TAXI,TAXI,,,,10028
24,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,,2017-10-11,40.773598,"{u'type': u'Point', u'coordinates': [-73.9578, 40.773598]}",-73.9578,0,0,0,0,0,0,0,0,EAST 78 STREET,3 AVENUE                        ,22:20,3767790,PASSENGER VEHICLE,,,,,10075
25,MANHATTAN,Unspecified,Unspecified,,,,,2017-10-11,40.770752,"{u'type': u'Point', u'coordinates': [-73.95695, 40.770752]}",-73.95695,0,0,0,0,0,0,0,0,EAST 75 STREET,2 AVENUE                        ,15:36,3767788,TAXI,TAXI,,,,10021
26,MANHATTAN,Passing or Lane Usage Improper,Other Vehicular,,,,,2017-10-11,40.765675,"{u'type': u'Point', u'coordinates': [-73.97624, 40.765675]}",-73.97624,0,0,0,0,0,0,0,0,CENTRAL PARK SOUTH,AVENUE OF THE AMERICAS          ,17:55,3767778,PASSENGER VEHICLE,,,,,10019
